Controller Name:,New_Controller2095709328,,,,,,,,,,,,,,,,,
Trend Name:,testtrend,,,,,,,,,,,,,,,,,
Trend Tags:,5,,,,,,,,,,,,,,,,,
Sample Period:,10 ms,,,,,,,,,,,,,,,,,
Description:,,,,,,,,,,,,,,,,,,
Start Trigger:,No Trigger,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Stop Trigger:,No Trigger,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Start Time:,11/21/2023,16:32:31;495,,,,,,,,,,,,,,,,
Stop Time:,11/21/2023,16:35:18;185,,,,,,,,,,,,,,,,
Pre-Samples:,0,,,,,,,,,,,,,,,,,
Post-Samples:,0,,,,,,,,,,,,,,,,,
Header:,Date,Time,sinusoidal_wave,time,Measured_rpm_Filtered,Temperature,Diameter,Setpoint,,,,,,,,,,
Data,11/21/2023,16:33:24;695,115.331459,54840,99.896286,84.776001,0.190236,0.190236,,,,,,,,,,
Data,11/21/2023,16:33:24;705,116.020447,54850,100.463615,84.776001,0.190236,0.190236,,,,,,,,,,
Data,11/21/2023,16:33:24;715,116.8834,54860,101.004883,84.776001,0.190236,0.190236,,,,,,,,,,
Data,11/21/2023,16:33:24;725,117.748428,54872,101.620033,84.776001,0.190236,0.190236,,,,,,,,,,
Data,11/21/2023,16:33:24;735,118.789314,54880,102.10247,84.776001,0.190236,0.190236,,,,,,,,,,
Data,11/21/2023,16:33:24;745,119.484673,54891,102.667915,84.776001,0.190236,0.190236,,,,,,,,,,
Data,11/21/2023,16:33:24;755,120.441849,54900,103.207397,84.776001,0.190236,0.190236,,,,,,,,,,
Data,11/21/2023,16:33:24;765,121.227036,54910,103.754753,84.776001,0.190236,0.190236,,,,,,,,,,
Data,11/21/2023,16:33:24;775,122.100365,54922,104.3255,84.779266,0.194299,0.194299,,,,,,,,,,
Data,11/21/2023,16:33:24;785,123.14978,54930,104.806831,84.779266,0.194299,0.194299,,,,,,,,,,
Data,11/21/2023,16:33:24;795,123.850624,54941,105.312363,84.779266,0.194299,0.194299,,,,,,,,,,
Data,11/21/2023,16:33:24;805,124.815147,54950,105.825241,84.779266,0.194299,0.194299,,,,,,,,,,
Data,11/21/2023,16:33:24;815,125.604759,54960,106.418541,84.779266,0.194299,0.194299,,,,,,,,,,
Data,11/21/2023,16:33:24;825,126.482941,54972,107.13588,84.779266,0.194299,0.194299,,,,,,,,,,
Data,11/21/2023,16:33:24;835,127.537804,54980,107.669991,84.779266,0.194299,0.194299,,,,,,,,,,
Data,11/21/2023,16:33:24;845,128.240829,54990,108.289932,84.779266,0.194299,0.194299,,,,,,,,,,
Data,11/21/2023,16:33:24;855,129.120804,55000,108.881401,84.779266,0.194299,0.194299,,,,,,,,,,
Data,11/21/2023,16:33:24;865,130.000366,55010,109.481529,84.779266,0.194299,0.194299,,,,,,,,,,
Data,11/21/2023,16:33:24;875,130.87941,55022,110.107292,84.783691,0.196665,0.196665,,,,,,,,,,
Data,11/21/2023,16:33:24;885,131.935013,55030,110.635002,84.783691,0.196665,0.196665,,,,,,,,,,
Data,11/21/2023,16:33:24;895,132.638519,55041,111.110977,84.783691,0.196665,0.196665,,,,,,,,,,
Data,11/21/2023,16:33:24;905,133.60527,55050,111.564964,84.783691,0.196665,0.196665,,,,,,,,,,
Data,11/21/2023,16:33:24;915,134.395447,55060,111.998093,84.783691,0.196665,0.196665,,,,,,,,,,
Data,11/21/2023,16:33:24;925,135.272919,55071,112.45076,84.783691,0.196665,0.196665,,,,,,,,,,
Data,11/21/2023,16:33:24;935,136.23735,55081,112.856827,84.783691,0.196665,0.196665,,,,,,,,,,
Data,11/21/2023,16:33:24;945,137.11293,55090,113.282242,84.783691,0.196665,0.196665,,,,,,,,,,
Data,11/21/2023,16:33:24;955,137.899841,55100,113.688126,84.783691,0.196665,0.196665,,,,,,,,,,
Data,11/21/2023,16:33:24;965,138.773163,55110,114.09993,84.783691,0.196665,0.196665,,,,,,,,,,
Data,11/21/2023,16:33:24;975,138.773163,55110,114.635628,84.800995,0.197722,0.197722,,,,,,,,,,
Data,11/21/2023,16:33:24;985,140.77681,55130,115.190323,84.800995,0.197722,0.197722,,,,,,,,,,
Data,11/21/2023,16:33:24;995,141.384811,55140,115.736206,84.800995,0.197722,0.197722,,,,,,,,,,
Data,11/21/2023,16:33:25;005,142.25177,55150,116.290077,84.800995,0.197722,0.197722,,,,,,,,,,
Data,11/21/2023,16:33:25;015,143.116791,55162,116.818504,84.800995,0.197722,0.197722,,,,,,,,,,
Data,11/21/2023,16:33:25;025,144.151871,55172,117.370789,84.800995,0.197722,0.197722,,,,,,,,,,
Data,11/21/2023,16:33:25;035,145.01268,55180,117.866196,84.800995,0.197722,0.197722,,,,,,,,,,
Data,11/21/2023,16:33:25;045,145.698898,55190,118.385208,84.800995,0.197722,0.197722,,,,,,,,,,
Data,11/21/2023,16:33:25;055,146.554825,55201,118.956337,84.800995,0.197722,0.197722,,,,,,,,,,
Data,11/21/2023,16:33:25;065,147.493469,55210,119.563911,84.800995,0.197722,0.197722,,,,,,,,,,
Data,11/21/2023,16:33:25;075,148.258698,55222,120.161545,84.798676,0.198597,0.198597,,,,,,,,,,
Data,11/21/2023,16:33:25;085,149.275864,55230,120.731735,84.798676,0.198597,0.198597,,,,,,,,,,
Data,11/21/2023,16:33:25;095,149.951553,55240,121.292862,84.798676,0.198597,0.198597,,,,,,,,,,
Data,11/21/2023,16:33:25;105,150.79306,55250,121.862198,84.798676,0.198597,0.198597,,,,,,,,,,
Data,11/21/2023,16:33:25;115,151.631287,55260,122.405388,84.798676,0.198597,0.198597,,,,,,,,,,
Data,11/21/2023,16:33:25;125,151.631287,55260,122.95652,84.798676,0.198597,0.198597,,,,,,,,,,
Data,11/21/2023,16:33:25;135,153.54599,55280,123.388908,84.798676,0.198597,0.198597,,,,,,,,,,
Data,11/21/2023,16:33:25;145,154.124954,55290,123.793053,84.798676,0.198597,0.198597,,,,,,,,,,
Data,11/21/2023,16:33:25;155,154.949234,55300,124.17865,84.798676,0.198597,0.198597,,,,,,,,,,
Data,11/21/2023,16:33:25;165,155.76857,55310,124.569878,84.798676,0.198597,0.198597,,,,,,,,,,
Data,11/21/2023,16:33:25;175,156.584839,55321,124.943138,84.810516,0.194494,0.194494,,,,,,,,,,
Data,11/21/2023,16:33:25;185,157.47699,55330,125.321846,84.810516,0.194494,0.194494,,,,,,,,,,
Data,11/21/2023,16:33:25;195,158.203644,55340,125.683174,84.810516,0.194494,0.194494,,,,,,,,,,
Data,11/21/2023,16:33:25;205,159.006439,55350,126.038757,84.810516,0.194494,0.194494,,,,,,,,,,
Data,11/21/2023,16:33:25;215,159.804657,55360,126.582588,84.810516,0.194494,0.194494,,,,,,,,,,
Data,11/21/2023,16:33:25;225,160.59816,55371,127.198463,84.810516,0.194494,0.194494,,,,,,,,,,
Data,11/21/2023,16:33:25;235,161.465576,55380,127.750938,84.810516,0.194494,0.194494,,,,,,,,,,
Data,11/21/2023,16:33:25;245,162.171021,55390,128.312317,84.810516,0.194494,0.194494,,,,,,,,,,
Data,11/21/2023,16:33:25;255,162.949188,55400,128.881912,84.810516,0.194494,0.194494,,,,,,,,,,
Data,11/21/2023,16:33:25;265,163.723099,55410,129.425339,84.810516,0.194494,0.194494,,,,,,,,,,
Data,11/21/2023,16:33:25;275,164.491211,55421,129.976715,84.813812,0.192289,0.192289,,,,,,,,,,
Data,11/21/2023,16:33:25;285,165.329956,55431,130.502777,84.813812,0.192289,0.192289,,,,,,,,,,
Data,11/21/2023,16:33:25;295,166.086487,55440,131.072952,84.813812,0.192289,0.192289,,,,,,,,,,
Data,11/21/2023,16:33:25;305,166.762375,55450,131.629105,84.813812,0.192289,0.192289,,,,,,,,,,
Data,11/21/2023,16:33:25;315,167.50798,55460,132.193375,84.813812,0.192289,0.192289,,,,,,,,,,
Data,11/21/2023,16:33:25;325,168.24765,55472,132.731735,84.813812,0.192289,0.192289,,,,,,,,,,
Data,11/21/2023,16:33:25;335,169.127563,55480,133.277954,84.813812,0.192289,0.192289,,,,,,,,,,
Data,11/21/2023,16:33:25;345,169.708786,55490,133.799103,84.813812,0.192289,0.192289,,,,,,,,,,
Data,11/21/2023,16:33:25;355,170.43045,55500,134.327866,84.813812,0.192289,0.192289,,,,,,,,,,
Data,11/21/2023,16:33:25;365,171.145279,55510,134.832336,84.813812,0.192289,0.192289,,,,,,,,,,
Data,11/21/2023,16:33:25;375,171.85318,55521,135.282898,84.815491,0.186904,0.186904,,,,,,,,,,
Data,11/21/2023,16:33:25;385,172.624847,55530,135.692261,84.815491,0.186904,0.186904,,,,,,,,,,
Data,11/21/2023,16:33:25;395,173.250351,55540,136.10762,84.815491,0.186904,0.186904,,,,,,,,,,
Data,11/21/2023,16:33:25;405,173.938538,55550,136.503906,84.815491,0.186904,0.186904,,,,,,,,,,
Data,11/21/2023,16:33:25;415,174.619766,55560,136.90596,84.815491,0.186904,0.186904,,,,,,,,,,
Data,11/21/2023,16:33:25;425,175.293976,55571,137.289566,84.815491,0.186904,0.186904,,,,,,,,,,
Data,11/21/2023,16:33:25;435,176.027435,55580,137.678772,84.815491,0.186904,0.186904,,,,,,,,,,
Data,11/21/2023,16:33:25;445,176.621201,55590,138.05011,84.815491,0.186904,0.186904,,,,,,,,,,
Data,11/21/2023,16:33:25;455,177.273224,55601,138.468506,84.815491,0.186904,0.186904,,,,,,,,,,
Data,11/21/2023,16:33:25;465,177.982773,55610,138.881577,84.815491,0.186904,0.186904,,,,,,,,,,
Data,11/21/2023,16:33:25;475,178.555969,55621,139.30069,84.828339,0.176217,0.176217,,,,,,,,,,
Data,11/21/2023,16:33:25;485,179.247986,55630,139.700546,84.828339,0.176217,0.176217,,,,,,,,,,
Data,11/21/2023,16:33:25;495,179.807663,55640,140.106247,84.828339,0.176217,0.176217,,,,,,,,,,
Data,11/21/2023,16:33:25;505,180.421753,55650,140.493317,84.828339,0.176217,0.176217,,,,,,,,,,
Data,11/21/2023,16:33:25;515,181.027893,55660,140.886032,84.828339,0.176217,0.176217,,,,,,,,,,
Data,11/21/2023,16:33:25;525,181.625961,55671,141.260712,84.828339,0.176217,0.176217,,,,,,,,,,
Data,11/21/2023,16:33:25;535,182.274536,55681,141.70369,84.828339,0.176217,0.176217,,,,,,,,,,
Data,11/21/2023,16:33:25;545,182.855392,55690,142.147293,84.828339,0.176217,0.176217,,,,,,,,,,
Data,11/21/2023,16:33:25;555,183.370911,55700,142.597382,84.828339,0.176217,0.176217,,,,,,,,,,
Data,11/21/2023,16:33:25;565,183.936172,55711,143.026794,84.828339,0.176217,0.176217,,,,,,,,,,
Data,11/21/2023,16:33:25;575,184.547516,55721,143.462494,84.827423,0.168171,0.168171,,,,,,,,,,
Data,11/21/2023,16:33:25;585,185.094772,55731,143.878174,84.827423,0.168171,0.168171,,,,,,,,,,
Data,11/21/2023,16:33:25;595,185.632675,55741,144.299927,84.827423,0.168171,0.168171,,,,,,,,,,
Data,11/21/2023,16:33:25;605,186.162445,55750,144.702316,84.827423,0.168171,0.168171,,,,,,,,,,
Data,11/21/2023,16:33:25;615,186.631256,55760,145.077499,84.827423,0.168171,0.168171,,,,,,,,,,
Data,11/21/2023,16:33:25;625,187.143799,55772,145.424423,84.827423,0.168171,0.168171,,,,,,,,,,
Data,11/21/2023,16:33:25;635,187.747086,55780,145.776428,84.827423,0.168171,0.168171,,,,,,,,,,
Data,11/21/2023,16:33:25;645,188.141693,55790,146.112259,84.827423,0.168171,0.168171,,,,,,,,,,
Data,11/21/2023,16:33:25;655,188.627213,55800,146.452988,84.827423,0.168171,0.168171,,,,,,,,,,
Data,11/21/2023,16:33:25;665,189.102875,55810,146.778107,84.827423,0.168171,0.168171,,,,,,,,,,
Data,11/21/2023,16:33:25;675,189.569794,55821,147.107925,84.837189,0.160394,0.160394,,,,,,,,,,
Data,11/21/2023,16:33:25;685,190.072021,55831,147.422623,84.837189,0.160394,0.160394,,,,,,,,,,
Data,11/21/2023,16:33:25;695,190.519089,55840,147.788757,84.837189,0.160394,0.160394,,,,,,,,,,
Data,11/21/2023,16:33:25;705,190.912964,55850,148.153687,84.837189,0.160394,0.160394,,,,,,,,,,
Data,11/21/2023,16:33:25;715,191.341537,55860,148.523941,84.837189,0.160394,0.160394,,,,,,,,,,
Data,11/21/2023,16:33:25;725,191.341537,55860,148.888153,84.837189,0.160394,0.160394,,,,,,,,,,
Data,11/21/2023,16:33:25;735,192.290619,55880,149.235626,84.837189,0.160394,0.160394,,,,,,,,,,
Data,11/21/2023,16:33:25;745,192.568893,55890,149.577591,84.837189,0.160394,0.160394,,,,,,,,,,
Data,11/21/2023,16:33:25;755,192.958328,55900,149.924561,84.837189,0.160394,0.160394,,,,,,,,,,
Data,11/21/2023,16:33:25;765,193.338074,55910,150.255569,84.837189,0.160394,0.160394,,,,,,,,,,
Data,11/21/2023,16:33:25;775,193.707565,55921,150.659821,84.848663,0.149665,0.149665,,,,,,,,,,
Data,11/21/2023,16:33:25;785,194.102448,55931,151.068329,84.848663,0.149665,0.149665,,,,,,,,,,
Data,11/21/2023,16:33:25;795,194.450562,55940,151.482803,84.848663,0.149665,0.149665,,,,,,,,,,
Data,11/21/2023,16:33:25;805,194.755478,55950,151.878235,84.848663,0.149665,0.149665,,,,,,,,,,
Data,11/21/2023,16:33:25;815,195.084412,55960,152.279449,84.848663,0.149665,0.149665,,,,,,,,,,
Data,11/21/2023,16:33:25;825,195.084412,55960,152.662247,84.848663,0.149665,0.149665,,,,,,,,,,
Data,11/21/2023,16:33:25;835,195.801849,55980,153.050644,84.848663,0.149665,0.149665,,,,,,,,,,
Data,11/21/2023,16:33:25;845,196.009338,55990,153.421204,84.848663,0.149665,0.149665,,,,,,,,,,
Data,11/21/2023,16:33:25;855,196.297028,56000,153.718399,84.848663,0.149665,0.149665,,,,,,,,,,
Data,11/21/2023,16:33:25;865,196.573914,56011,153.975647,84.848663,0.149665,0.149665,,,,,,,,,,
Data,11/21/2023,16:33:25;875,196.866745,56021,154.252319,84.850677,0.143163,0.143163,,,,,,,,,,
Data,11/21/2023,16:33:25;885,197.121521,56030,154.485657,84.850677,0.143163,0.143163,,,,,,,,,,
Data,11/21/2023,16:33:25;895,197.34201,56040,154.730759,84.850677,0.143163,0.143163,,,,,,,,,,
Data,11/21/2023,16:33:25;905,197.576767,56050,154.979446,84.850677,0.143163,0.143163,,,,,,,,,,
Data,11/21/2023,16:33:25;915,197.800858,56060,155.21666,84.850677,0.143163,0.143163,,,,,,,,,,
Data,11/21/2023,16:33:25;925,198.014236,56071,155.457352,84.850677,0.143163,0.143163,,,,,,,,,,
Data,11/21/2023,16:33:25;935,198.236603,56080,155.74057,84.850677,0.143163,0.143163,,,,,,,,,,
Data,11/21/2023,16:33:25;945,198.408875,56090,156.026276,84.850677,0.143163,0.143163,,,,,,,,,,
Data,11/21/2023,16:33:25;955,198.589844,56100,156.316162,84.850677,0.143163,0.143163,,,,,,,,,,
Data,11/21/2023,16:33:25;965,198.760086,56110,156.592743,84.850677,0.143163,0.143163,,,,,,,,,,
Data,11/21/2023,16:33:25;975,198.919556,56121,156.898636,84.863403,0.141631,0.141631,,,,,,,,,,
Data,11/21/2023,16:33:25;985,199.082245,56131,157.141083,84.863403,0.141631,0.141631,,,,,,,,,,
Data,11/21/2023,16:33:25;995,199.218842,56140,157.41272,84.863403,0.141631,0.141631,,,,,,,,,,
Data,11/21/2023,16:33:26;005,199.332336,56150,157.67189,84.863403,0.141631,0.141631,,,,,,,,,,
Data,11/21/2023,16:33:26;015,199.448044,56160,157.883194,84.863403,0.141631,0.141631,,,,,,,,,,
Data,11/21/2023,16:33:26;025,199.552795,56172,158.078964,84.863403,0.141631,0.141631,,,,,,,,,,
Data,11/21/2023,16:33:26;035,199.664032,56182,158.248978,84.863403,0.141631,0.141631,,,,,,,,,,
Data,11/21/2023,16:33:26;045,199.744614,56190,158.433044,84.863403,0.141631,0.141631,,,,,,,,,,
Data,11/21/2023,16:33:26;055,199.801117,56201,158.608643,84.863403,0.141631,0.141631,,,,,,,,,,
Data,11/21/2023,16:33:26;065,199.86734,56210,158.786835,84.863403,0.141631,0.141631,,,,,,,,,,
Data,11/21/2023,16:33:26;075,199.86734,56210,158.977905,84.866577,0.140308,0.140308,,,,,,,,,,
Data,11/21/2023,16:33:26;085,199.962646,56230,159.129333,84.866577,0.140308,0.140308,,,,,,,,,,
Data,11/21/2023,16:33:26;095,199.977905,56240,159.34845,84.866577,0.140308,0.140308,,,,,,,,,,
Data,11/21/2023,16:33:26;105,199.994476,56250,159.590958,84.866577,0.140308,0.140308,,,,,,,,,,
Data,11/21/2023,16:33:26;115,200,56260,159.822327,84.866577,0.140308,0.140308,,,,,,,,,,
Data,11/21/2023,16:33:26;125,199.994476,56271,160.071182,84.866577,0.140308,0.140308,,,,,,,,,,
Data,11/21/2023,16:33:26;135,199.975616,56281,160.281052,84.866577,0.140308,0.140308,,,,,,,,,,
Data,11/21/2023,16:33:26;145,199.946884,56290,160.508301,84.866577,0.140308,0.140308,,,,,,,,,,
Data,11/21/2023,16:33:26;155,199.91156,56300,160.725098,84.866577,0.140308,0.140308,,,,,,,,,,
Data,11/21/2023,16:33:26;165,199.861877,56310,160.945068,84.866577,0.140308,0.140308,,,,,,,,,,
Data,11/21/2023,16:33:26;175,199.801086,56321,161.192307,84.864502,0.138652,0.138652,,,,,,,,,,
Data,11/21/2023,16:33:26;185,199.721573,56330,161.421448,84.864502,0.138652,0.138652,,,,,,,,,,
Data,11/21/2023,16:33:26;195,199.646545,56341,161.654282,84.864502,0.138652,0.138652,,,,,,,,,,
Data,11/21/2023,16:33:26;205,199.54277,56351,161.883438,84.864502,0.138652,0.138652,,,,,,,,,,
Data,11/21/2023,16:33:26;215,199.43692,56360,162.115906,84.864502,0.138652,0.138652,,,,,,,,,,
Data,11/21/2023,16:33:26;225,199.43692,56360,162.344604,84.864502,0.138652,0.138652,,,,,,,,,,
Data,11/21/2023,16:33:26;235,199.165497,56380,162.562775,84.864502,0.138652,0.138652,,,,,,,,,,
Data,11/21/2023,16:33:26;245,199.068024,56390,162.777496,84.864502,0.138652,0.138652,,,,,,,,,,
Data,11/21/2023,16:33:26;255,198.919525,56400,162.925491,84.864502,0.138652,0.138652,,,,,,,,,,
Data,11/21/2023,16:33:26;265,198.76004,56410,163.043365,84.864502,0.138652,0.138652,,,,,,,,,,
Data,11/21/2023,16:33:26;275,198.589783,56421,163.166565,84.870056,0.139018,0.139018,,,,,,,,,,
Data,11/21/2023,16:33:26;285,198.389969,56431,163.277069,84.870056,0.139018,0.139018,,,,,,,,,,
Data,11/21/2023,16:33:26;295,198.197128,56440,163.392838,84.870056,0.139018,0.139018,,,,,,,,,,
Data,11/21/2023,16:33:26;305,198.014175,56450,163.503296,84.870056,0.139018,0.139018,,,,,,,,,,
Data,11/21/2023,16:33:26;315,197.800781,56460,163.615356,84.870056,0.139018,0.139018,,,,,,,,,,
Data,11/21/2023,16:33:26;325,197.800781,56460,163.725586,84.870056,0.139018,0.139018,,,,,,,,,,
Data,11/21/2023,16:33:26;335,197.26944,56480,163.79657,84.870056,0.139018,0.139018,,,,,,,,,,
Data,11/21/2023,16:33:26;345,197.096527,56490,163.856033,84.870056,0.139018,0.139018,,,,,,,,,,
Data,11/21/2023,16:33:26;355,196.840378,56500,163.916367,84.870056,0.139018,0.139018,,,,,,,,,,
Data,11/21/2023,16:33:26;365,196.57399,56510,163.973938,84.870056,0.139018,0.139018,,,,,,,,,,
Data,11/21/2023,16:33:26;375,196.296936,56521,164.032349,84.884125,0.138973,0.138973,,,,,,,,,,
Data,11/21/2023,16:33:26;385,195.980042,56531,164.088089,84.884125,0.138973,0.138973,,,,,,,,,,
Data,11/21/2023,16:33:26;395,195.681046,56540,164.144653,84.884125,0.138973,0.138973,,,,,,,,,,
Data,11/21/2023,16:33:26;405,195.402954,56550,164.198608,84.884125,0.138973,0.138973,,,,,,,,,,
Data,11/21/2023,16:33:26;415,195.08429,56560,164.330261,84.884125,0.138973,0.138973,,,,,,,,,,
Data,11/21/2023,16:33:26;425,195.08429,56560,164.481552,84.884125,0.138973,0.138973,,,,,,,,,,
Data,11/21/2023,16:33:26;435,194.347244,56580,164.635056,84.884125,0.138973,0.138973,,,,,,,,,,
Data,11/21/2023,16:33:26;445,194.066681,56590,164.781525,84.884125,0.138973,0.138973,,,,,,,,,,
Data,11/21/2023,16:33:26;455,193.707443,56600,164.930115,84.884125,0.138973,0.138973,,,,,,,,,,
Data,11/21/2023,16:33:26;465,193.337936,56610,165.071884,84.884125,0.138973,0.138973,,,,,,,,,,
Data,11/21/2023,16:33:26;475,192.958206,56621,165.224396,84.889404,0.137672,0.137672,,,,,,,,,,
Data,11/21/2023,16:33:26;485,192.529434,56631,165.352997,84.889404,0.137672,0.137672,,,,,,,,,,
Data,11/21/2023,16:33:26;495,192.128876,56640,165.490021,84.889404,0.137672,0.137672,,,,,,,,,,
Data,11/21/2023,16:33:26;505,191.760284,56650,165.619995,84.889404,0.137672,0.137672,,,,,,,,,,
Data,11/21/2023,16:33:26;515,191.3414,56660,165.74791,84.889404,0.137672,0.137672,,,,,,,,,,
Data,11/21/2023,16:33:26;525,190.912811,56672,165.877701,84.889404,0.137672,0.137672,,,,,,,,,,
Data,11/21/2023,16:33:26;535,190.385666,56680,166.001541,84.889404,0.137672,0.137672,,,,,,,,,,
Data,11/21/2023,16:33:26;545,190.026871,56691,166.127197,84.889404,0.137672,0.137672,,,,,,,,,,
Data,11/21/2023,16:33:26;555,189.523315,56700,166.24707,84.889404,0.137672,0.137672,,,,,,,,,,
Data,11/21/2023,16:33:26;565,189.102722,56711,166.365021,84.889404,0.137672,0.137672,,,,,,,,,,
Data,11/21/2023,16:33:26;575,188.578857,56722,166.455429,84.90036,0.137687,0.137687,,,,,,,,,,
Data,11/21/2023,16:33:26;585,188.043503,56731,166.5289,84.90036,0.137687,0.137687,,,,,,,,,,
Data,11/21/2023,16:33:26;595,187.597397,56740,166.603439,84.90036,0.137687,0.137687,,,,,,,,,,
Data,11/21/2023,16:33:26;605,187.143616,56750,166.674576,84.90036,0.137687,0.137687,,,,,,,,,,
Data,11/21/2023,16:33:26;615,186.631104,56760,166.746719,84.90036,0.137687,0.137687,,,,,,,,,,
Data,11/21/2023,16:33:26;625,186.631104,56760,166.815567,84.90036,0.137687,0.137687,,,,,,,,,,
Data,11/21/2023,16:33:26;635,185.472305,56780,166.885437,84.90036,0.137687,0.137687,,,,,,,,,,
Data,11/21/2023,16:33:26;645,185.040192,56790,166.952072,84.90036,0.137687,0.137687,,,,,,,,,,
Data,11/21/2023,16:33:26;655,184.49205,56800,166.974442,84.90036,0.137687,0.137687,,,,,,,,,,
Data,11/21/2023,16:33:26;665,183.935989,56810,166.980621,84.90036,0.137687,0.137687,,,,,,,,,,
Data,11/21/2023,16:33:26;675,183.370728,56821,166.986481,84.915741,0.137662,0.137662,,,,,,,,,,
Data,11/21/2023,16:33:26;685,182.739838,56830,166.992523,84.915741,0.137662,0.137662,,,,,,,,,,
Data,11/21/2023,16:33:26;695,182.215698,56840,166.998566,84.915741,0.137662,0.137662,,,,,,,,,,
Data,11/21/2023,16:33:26;705,181.625763,56850,167.004425,84.915741,0.137662,0.137662,,,,,,,,,,
Data,11/21/2023,16:33:26;715,181.027695,56860,167.010345,84.915741,0.137662,0.137662,,,,,,,,,,
Data,11/21/2023,16:33:26;725,181.027695,56860,167.015717,84.915741,0.137662,0.137662,,,,,,,,,,
Data,11/21/2023,16:33:26;735,179.621735,56880,167.001251,84.915741,0.137662,0.137662,,,,,,,,,,
Data,11/21/2023,16:33:26;745,179.185486,56890,166.980743,84.915741,0.137662,0.137662,,,,,,,,,,
Data,11/21/2023,16:33:26;755,178.555756,56900,166.960037,84.915741,0.137662,0.137662,,,,,,,,,,
Data,11/21/2023,16:33:26;765,177.917969,56910,166.940201,84.915741,0.137662,0.137662,,,,,,,,,,
Data,11/21/2023,16:33:26;775,177.27301,56920,166.920059,84.924438,0.137645,0.137645,,,,,,,,,,
Data,11/21/2023,16:33:26;785,176.620972,56930,166.90094,84.924438,0.137645,0.137645,,,,,,,,,,
Data,11/21/2023,16:33:26;795,175.960785,56940,166.881439,84.924438,0.137645,0.137645,,,,,,,,,,
Data,11/21/2023,16:33:26;805,175.293747,56950,166.862885,84.924438,0.137645,0.137645,,,,,,,,,,
Data,11/21/2023,16:33:26;815,174.619537,56960,166.896744,84.924438,0.137645,0.137645,,,,,,,,,,
Data,11/21/2023,16:33:26;825,174.619537,56960,166.946762,84.924438,0.137645,0.137645,,,,,,,,,,
Data,11/21/2023,16:33:26;835,173.111404,56980,166.997452,84.924438,0.137645,0.137645,,,,,,,,,,
Data,11/21/2023,16:33:26;845,172.555115,56990,167.045853,84.924438,0.137645,0.137645,,,,,,,,,,
Data,11/21/2023,16:33:26;855,171.852951,57000,167.094955,84.924438,0.137645,0.137645,,,,,,,,,,
Data,11/21/2023,16:33:26;865,171.14505,57010,167.141785,84.924438,0.137645,0.137645,,,,,,,,,,
Data,11/21/2023,16:33:26;875,170.430206,57021,167.189331,84.921539,0.136372,0.136372,,,,,,,,,,
Data,11/21/2023,16:33:26;885,169.636383,57030,167.23465,84.921539,0.136372,0.136372,,,,,,,,,,
Data,11/21/2023,16:33:26;895,168.981064,57040,167.160614,84.921539,0.136372,0.136372,,,,,,,,,,
Data,11/21/2023,16:33:26;905,168.247406,57050,167.049927,84.921539,0.136372,0.136372,,,,,,,,,,
Data,11/21/2023,16:33:26;915,167.507721,57060,166.937622,84.921539,0.136372,0.136372,,,,,,,,,,
Data,11/21/2023,16:33:26;925,167.507721,57060,166.830444,84.921539,0.136372,0.136372,,,,,,,,,,
Data,11/21/2023,16:33:26;935,165.783752,57080,166.721725,84.921539,0.136372,0.136372,,,,,,,,,,
Data,11/21/2023,16:33:26;945,165.253143,57090,166.617996,84.921539,0.136372,0.136372,,,,,,,,,,
Data,11/21/2023,16:33:26;955,164.490952,57100,166.512756,84.921539,0.136372,0.136372,,,,,,,,,,
Data,11/21/2023,16:33:26;965,163.722839,57110,166.412354,84.921539,0.136372,0.136372,,,,,,,,,,
Data,11/21/2023,16:33:26;975,162.948929,57121,166.192642,84.929749,0.137748,0.137748,,,,,,,,,,
Data,11/21/2023,16:33:26;985,162.092468,57130,165.943741,84.929749,0.137748,0.137748,,,,,,,,,,
Data,11/21/2023,16:33:26;995,161.386566,57140,165.691147,84.929749,0.137748,0.137748,,,,,,,,,,
Data,11/21/2023,16:33:27;005,160.5979,57150,165.45018,84.929749,0.137748,0.137748,,,,,,,,,,
Data,11/21/2023,16:33:27;015,159.804382,57160,165.205688,84.929749,0.137748,0.137748,,,,,,,,,,
Data,11/21/2023,16:33:27;025,159.00618,57171,164.972443,84.929749,0.137748,0.137748,,,,,,,,,,
Data,11/21/2023,16:33:27;035,158.122711,57181,164.742889,84.929749,0.137748,0.137748,,,,,,,,,,
Data,11/21/2023,16:33:27;045,157.315033,57190,164.509979,84.929749,0.137748,0.137748,,,,,,,,,,
Data,11/21/2023,16:33:27;055,156.584564,57202,164.335556,84.929749,0.137748,0.137748,,,,,,,,,,
Data,11/21/2023,16:33:27;065,155.604858,57210,164.181046,84.929749,0.137748,0.137748,,,,,,,,,,
Data,11/21/2023,16:33:27;075,154.948959,57221,164.024261,84.937653,0.137731,0.137731,,,,,,,,,,
Data,11/21/2023,16:33:27;085,154.04245,57230,163.874695,84.937653,0.137731,0.137731,,,,,,,,,,
Data,11/21/2023,16:33:27;095,153.297104,57240,163.722931,84.937653,0.137731,0.137731,,,,,,,,,,
Data,11/21/2023,16:33:27;105,152.465836,57250,163.578125,84.937653,0.137731,0.137731,,,,,,,,,,
