Controller Name:,New_Controller2095709328,,,,,,,,,,,,,,,,,
Trend Name:,testtrend,,,,,,,,,,,,,,,,,
Trend Tags:,5,,,,,,,,,,,,,,,,,
Sample Period:,10 ms,,,,,,,,,,,,,,,,,
Description:,,,,,,,,,,,,,,,,,,
Start Trigger:,No Trigger,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Stop Trigger:,No Trigger,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Start Time:,11/21/2023,16:32:31;495,,,,,,,,,,,,,,,,
Stop Time:,11/21/2023,16:35:18;185,,,,,,,,,,,,,,,,
Pre-Samples:,0,,,,,,,,,,,,,,,,,
Post-Samples:,0,,,,,,,,,,,,,,,,,
Header:,Date,Time,sinusoidal_wave,time,Measured_rpm_Filtered,Temperature,Diameter,Setpoint,,,,,,,,,,
Data,11/21/2023,16:33:36;325,197.576736,66472,163.436203,85.460327,0.14019,0.14019,,,,,,,,,,
Data,11/21/2023,16:33:36;335,197.293655,66480,163.620483,85.460327,0.14019,0.14019,,,,,,,,,,
Data,11/21/2023,16:33:36;345,197.096436,66490,163.821808,85.460327,0.14019,0.14019,,,,,,,,,,
Data,11/21/2023,16:33:36;355,196.840576,66500,164.026062,85.460327,0.14019,0.14019,,,,,,,,,,
Data,11/21/2023,16:33:36;365,196.573883,66510,164.220932,85.460327,0.14019,0.14019,,,,,,,,,,
Data,11/21/2023,16:33:36;375,196.296814,66520,164.418671,85.453217,0.140714,0.140714,,,,,,,,,,
Data,11/21/2023,16:33:36;385,196.00946,66530,164.607315,85.453217,0.140714,0.140714,,,,,,,,,,
Data,11/21/2023,16:33:36;395,195.711334,66540,164.798721,85.453217,0.140714,0.140714,,,,,,,,,,
Data,11/21/2023,16:33:36;405,195.403015,66550,164.981339,85.453217,0.140714,0.140714,,,,,,,,,,
Data,11/21/2023,16:33:36;415,195.084167,66560,165.082642,85.453217,0.140714,0.140714,,,,,,,,,,
Data,11/21/2023,16:33:36;425,194.755432,66571,165.15126,85.453217,0.140714,0.140714,,,,,,,,,,
Data,11/21/2023,16:33:36;435,194.381744,66581,165.220856,85.453217,0.140714,0.140714,,,,,,,,,,
Data,11/21/2023,16:33:36;445,194.031189,66590,165.287277,85.453217,0.140714,0.140714,,,,,,,,,,
Data,11/21/2023,16:33:36;455,193.70752,66600,165.35466,85.453217,0.140714,0.140714,,,,,,,,,,
Data,11/21/2023,16:33:36;465,193.337784,66610,165.418961,85.453217,0.140714,0.140714,,,,,,,,,,
Data,11/21/2023,16:33:36;475,192.958282,66620,165.488113,85.449493,0.141572,0.141572,,,,,,,,,,
Data,11/21/2023,16:33:36;485,192.568832,66630,165.546432,85.449493,0.141572,0.141572,,,,,,,,,,
Data,11/21/2023,16:33:36;495,192.16951,66640,165.6772,85.449493,0.141572,0.141572,,,,,,,,,,
Data,11/21/2023,16:33:36;505,191.760376,66650,165.82457,85.449493,0.141572,0.141572,,,,,,,,,,
Data,11/21/2023,16:33:36;515,191.341217,66660,165.974091,85.449493,0.141572,0.141572,,,,,,,,,,
Data,11/21/2023,16:33:36;525,190.912628,66671,166.116714,85.449493,0.141572,0.141572,,,,,,,,,,
Data,11/21/2023,16:33:36;535,190.430267,66680,166.261444,85.449493,0.141572,0.141572,,,,,,,,,,
Data,11/21/2023,16:33:36;545,190.026688,66690,166.399536,85.449493,0.141572,0.141572,,,,,,,,,,
Data,11/21/2023,16:33:36;555,189.569458,66700,166.539627,85.449493,0.141572,0.141572,,,,,,,,,,
Data,11/21/2023,16:33:36;565,189.103104,66710,166.673294,85.449493,0.141572,0.141572,,,,,,,,,,
Data,11/21/2023,16:33:36;575,188.626862,66721,166.731613,85.450409,0.141597,0.141597,,,,,,,,,,
Data,11/21/2023,16:33:36;585,188.092514,66730,166.761444,85.450409,0.141597,0.141597,,,,,,,,,,
Data,11/21/2023,16:33:36;595,187.646927,66740,166.791718,85.450409,0.141597,0.141597,,,,,,,,,,
Data,11/21/2023,16:33:36;605,187.143723,66751,166.820587,85.450409,0.141597,0.141597,,,,,,,,,,
Data,11/21/2023,16:33:36;615,186.579361,66760,166.849884,85.450409,0.141597,0.141597,,,,,,,,,,
Data,11/21/2023,16:33:36;625,186.579361,66760,166.877838,85.450409,0.141597,0.141597,,,,,,,,,,
Data,11/21/2023,16:33:36;635,185.472076,66780,166.906204,85.450409,0.141597,0.141597,,,,,,,,,,
Data,11/21/2023,16:33:36;645,185.040298,66791,166.933273,85.450409,0.141597,0.141597,,,,,,,,,,
Data,11/21/2023,16:33:36;655,184.437149,66800,166.923203,85.450409,0.141597,0.141597,,,,,,,,,,
Data,11/21/2023,16:33:36;665,183.93576,66812,166.901093,85.450409,0.141597,0.141597,,,,,,,,,,
Data,11/21/2023,16:33:36;675,183.256989,66821,166.878616,85.44754,0.140451,0.140451,,,,,,,,,,
Data,11/21/2023,16:33:36;685,182.739594,66831,166.857132,85.44754,0.140451,0.140451,,,,,,,,,,
Data,11/21/2023,16:33:36;695,182.157089,66840,166.835449,85.44754,0.140451,0.140451,,,,,,,,,,
Data,11/21/2023,16:33:36;705,181.625885,66850,166.814713,85.44754,0.140451,0.140451,,,,,,,,,,
Data,11/21/2023,16:33:36;715,181.027802,66860,166.793594,85.44754,0.140451,0.140451,,,,,,,,,,
Data,11/21/2023,16:33:36;725,181.027802,66860,166.773575,85.44754,0.140451,0.140451,,,,,,,,,,
Data,11/21/2023,16:33:36;735,179.683594,66880,166.783218,85.44754,0.140451,0.140451,,,,,,,,,,
Data,11/21/2023,16:33:36;745,179.185623,66890,166.802567,85.44754,0.140451,0.140451,,,,,,,,,,
Data,11/21/2023,16:33:36;755,178.555511,66900,166.822205,85.44754,0.140451,0.140451,,,,,,,,,,
Data,11/21/2023,16:33:36;765,177.918106,66910,166.840866,85.44754,0.140451,0.140451,,,,,,,,,,
Data,11/21/2023,16:33:36;775,177.272751,66920,166.859909,85.442413,0.138992,0.138992,,,,,,,,,,
Data,11/21/2023,16:33:36;785,176.620712,66930,166.877975,85.442413,0.138992,0.138992,,,,,,,,,,
Data,11/21/2023,16:33:36;795,175.960922,66940,166.896347,85.442413,0.138992,0.138992,,,,,,,,,,
Data,11/21/2023,16:33:36;805,175.293472,66950,166.913925,85.442413,0.138992,0.138992,,,,,,,,,,
Data,11/21/2023,16:33:36;815,174.61969,66960,166.936142,85.442413,0.138992,0.138992,,,,,,,,,,
Data,11/21/2023,16:33:36;825,174.61969,66960,166.958862,85.442413,0.138992,0.138992,,,,,,,,,,
Data,11/21/2023,16:33:36;835,173.111542,66980,166.981949,85.442413,0.138992,0.138992,,,,,,,,,,
Data,11/21/2023,16:33:36;845,172.554825,66990,167.003922,85.442413,0.138992,0.138992,,,,,,,,,,
Data,11/21/2023,16:33:36;855,171.853516,67000,167.026199,85.442413,0.138992,0.138992,,,,,,,,,,
Data,11/21/2023,16:33:36;865,171.144745,67010,167.047501,85.442413,0.138992,0.138992,,,,,,,,,,
Data,11/21/2023,16:33:36;875,171.144745,67010,167.069153,85.456421,0.140327,0.140327,,,,,,,,,,
Data,11/21/2023,16:33:36;885,169.563431,67030,167.089691,85.456421,0.140327,0.140327,,,,,,,,,,
Data,11/21/2023,16:33:36;895,168.981201,67040,167.071823,85.456421,0.140327,0.140327,,,,,,,,,,
Data,11/21/2023,16:33:36;905,168.247559,67050,167.039566,85.456421,0.140327,0.140327,,,,,,,,,,
Data,11/21/2023,16:33:36;915,167.507431,67060,167.007843,85.456421,0.140327,0.140327,,,,,,,,,,
Data,11/21/2023,16:33:36;925,167.507431,67060,166.976639,85.456421,0.140327,0.140327,,,,,,,,,,
Data,11/21/2023,16:33:36;935,165.784363,67080,166.946869,85.456421,0.140327,0.140327,,,,,,,,,,
Data,11/21/2023,16:33:36;945,165.253296,67090,166.917572,85.456421,0.140327,0.140327,,,,,,,,,,
Data,11/21/2023,16:33:36;955,164.491104,67100,166.887848,85.456421,0.140327,0.140327,,,,,,,,,,
Data,11/21/2023,16:33:36;965,163.722519,67110,166.859497,85.456421,0.140327,0.140327,,,,,,,,,,
Data,11/21/2023,16:33:36;975,163.722519,67110,166.756393,85.448212,0.140872,0.140872,,,,,,,,,,
Data,11/21/2023,16:33:36;985,162.013824,67130,166.633224,85.448212,0.140872,0.140872,,,,,,,,,,
Data,11/21/2023,16:33:36;995,161.386734,67140,166.508255,85.448212,0.140872,0.140872,,,,,,,,,,
Data,11/21/2023,16:33:37;005,160.598053,67150,166.389008,85.448212,0.140872,0.140872,,,,,,,,,,
Data,11/21/2023,16:33:37;015,159.804062,67160,166.268021,85.448212,0.140872,0.140872,,,,,,,,,,
Data,11/21/2023,16:33:37;025,159.005844,67171,166.149002,85.448212,0.140872,0.140872,,,,,,,,,,
Data,11/21/2023,16:33:37;035,158.122879,67180,166.035461,85.448212,0.140872,0.140872,,,,,,,,,,
Data,11/21/2023,16:33:37;045,157.395813,67190,165.923737,85.448212,0.140872,0.140872,,,,,,,,,,
Data,11/21/2023,16:33:37;055,156.584229,67200,165.752762,85.448212,0.140872,0.140872,,,,,,,,,,
Data,11/21/2023,16:33:37;065,155.768967,67210,165.570419,85.448212,0.140872,0.140872,,,,,,,,,,
Data,11/21/2023,16:33:37;075,154.948624,67220,165.385406,85.451019,0.1421,0.1421,,,,,,,,,,
Data,11/21/2023,16:33:37;085,154.124847,67230,165.208893,85.451019,0.1421,0.1421,,,,,,,,,,
Data,11/21/2023,16:33:37;095,153.296753,67240,165.0298,85.451019,0.1421,0.1421,,,,,,,,,,
Data,11/21/2023,16:33:37;105,152.466003,67250,164.858932,85.451019,0.1421,0.1421,,,,,,,,,,
Data,11/21/2023,16:33:37;115,151.63118,67260,164.685547,85.451019,0.1421,0.1421,,,,,,,,,,
Data,11/21/2023,16:33:37;125,150.79245,67271,164.509903,85.451019,0.1421,0.1421,,,,,,,,,,
Data,11/21/2023,16:33:37;135,149.866455,67280,164.16243,85.451019,0.1421,0.1421,,,,,,,,,,
Data,11/21/2023,16:33:37;145,149.106781,67290,163.757751,85.451019,0.1421,0.1421,,,,,,,,,,
Data,11/21/2023,16:33:37;155,148.258591,67300,163.347137,85.451019,0.1421,0.1421,,,,,,,,,,
Data,11/21/2023,16:33:37;165,147.40802,67310,162.955414,85.451019,0.1421,0.1421,,,,,,,,,,
Data,11/21/2023,16:33:37;175,146.555237,67322,162.557922,85.455048,0.144324,0.144324,,,,,,,,,,
Data,11/21/2023,16:33:37;185,145.527512,67331,162.17868,85.455048,0.144324,0.144324,,,,,,,,,,
Data,11/21/2023,16:33:37;195,144.754257,67340,161.79393,85.455048,0.144324,0.144324,,,,,,,,,,
Data,11/21/2023,16:33:37;205,143.979645,67350,161.426849,85.455048,0.144324,0.144324,,,,,,,,,,
Data,11/21/2023,16:33:37;215,143.116684,67360,161.219025,85.455048,0.144324,0.144324,,,,,,,,,,
Data,11/21/2023,16:33:37;225,142.251663,67373,161.057938,85.455048,0.144324,0.144324,,,,,,,,,,
Data,11/21/2023,16:33:37;235,141.123779,67380,160.930267,85.455048,0.144324,0.144324,,,,,,,,,,
Data,11/21/2023,16:33:37;245,140.515945,67390,160.791534,85.455048,0.144324,0.144324,,,,,,,,,,
Data,11/21/2023,16:33:37;255,139.644989,67400,160.650757,85.455048,0.144324,0.144324,,,,,,,,,,
Data,11/21/2023,16:33:37;265,138.773056,67410,160.516449,85.455048,0.144324,0.144324,,,,,,,,,,
Data,11/21/2023,16:33:37;275,137.899719,67420,160.371994,85.447296,0.145612,0.145612,,,,,,,,,,
Data,11/21/2023,16:33:37;285,137.025146,67430,160.250168,85.447296,0.145612,0.145612,,,,,,,,,,
Data,11/21/2023,16:33:37;295,136.14946,67440,159.869614,85.447296,0.145612,0.145612,,,,,,,,,,
Data,11/21/2023,16:33:37;305,135.272278,67450,159.423569,85.447296,0.145612,0.145612,,,,,,,,,,
Data,11/21/2023,16:33:37;315,134.395325,67460,158.984589,85.447296,0.145612,0.145612,,,,,,,,,,
Data,11/21/2023,16:33:37;325,133.517136,67473,158.499069,85.447296,0.145612,0.145612,,,,,,,,,,
Data,11/21/2023,16:33:37;335,132.374222,67480,158.127441,85.447296,0.145612,0.145612,,,,,,,,,,
Data,11/21/2023,16:33:37;345,131.758713,67490,157.696045,85.447296,0.145612,0.145612,,,,,,,,,,
Data,11/21/2023,16:33:37;355,130.879822,67500,157.2845,85.447296,0.145612,0.145612,,,,,,,,,,
Data,11/21/2023,16:33:37;365,129.999725,67510,156.866943,85.447296,0.145612,0.145612,,,,,,,,,,
Data,11/21/2023,16:33:37;375,129.999725,67510,156.388138,85.444275,0.14498,0.14498,,,,,,,,,,
Data,11/21/2023,16:33:37;385,127.976456,67530,155.972504,85.444275,0.14498,0.14498,,,,,,,,,,
Data,11/21/2023,16:33:37;395,127.361565,67540,155.53598,85.444275,0.14498,0.14498,,,,,,,,,,
Data,11/21/2023,16:33:37;405,126.482826,67550,155.093079,85.444275,0.14498,0.14498,,,,,,,,,,
Data,11/21/2023,16:33:37;415,125.604111,67560,154.670517,85.444275,0.14498,0.14498,,,,,,,,,,
Data,11/21/2023,16:33:37;425,124.727158,67572,154.228912,85.444275,0.14498,0.14498,,,,,,,,,,
Data,11/21/2023,16:33:37;435,123.674965,67580,153.832764,85.444275,0.14498,0.14498,,,,,,,,,,
Data,11/21/2023,16:33:37;445,122.974289,67590,153.417725,85.444275,0.14498,0.14498,,,,,,,,,,
Data,11/21/2023,16:33:37;455,122.10025,67600,152.983978,85.444275,0.14498,0.14498,,,,,,,,,,
Data,11/21/2023,16:33:37;465,121.226387,67610,152.529892,85.444275,0.14498,0.14498,,,,,,,,,,
Data,11/21/2023,16:33:37;475,121.226387,67610,152.083252,85.443756,0.144911,0.144911,,,,,,,,,,
Data,11/21/2023,16:33:37;485,119.223274,67630,151.670319,85.443756,0.144911,0.144911,,,,,,,,,,
Data,11/21/2023,16:33:37;495,118.615273,67640,151.237701,85.443756,0.144911,0.144911,,,,,,,,,,
Data,11/21/2023,16:33:37;505,117.748314,67650,150.824982,85.443756,0.144911,0.144911,,,,,,,,,,
Data,11/21/2023,16:33:37;515,116.882767,67660,150.406235,85.443756,0.144911,0.144911,,,,,,,,,,
Data,11/21/2023,16:33:37;525,116.019806,67672,149.981949,85.443756,0.144911,0.144911,,,,,,,,,,
Data,11/21/2023,16:33:37;535,114.987923,67680,149.378189,85.443756,0.144911,0.144911,,,,,,,,,,
Data,11/21/2023,16:33:37;545,114.300659,67690,148.653427,85.443756,0.144911,0.144911,,,,,,,,,,
Data,11/21/2023,16:33:37;555,113.44474,67700,147.96196,85.443756,0.144911,0.144911,,,,,,,,,,
Data,11/21/2023,16:33:37;565,112.591949,67710,147.281464,85.443756,0.144911,0.144911,,,,,,,,,,
Data,11/21/2023,16:33:37;575,111.740868,67721,146.570267,85.43576,0.145575,0.145575,,,,,,,,,,
Data,11/21/2023,16:33:37;585,110.808434,67730,145.932281,85.43576,0.145575,0.145575,,,,,,,,,,
Data,11/21/2023,16:33:37;595,110.048012,67741,145.263916,85.43576,0.145575,0.145575,,,,,,,,,,
Data,11/21/2023,16:33:37;605,109.123398,67751,144.626251,85.43576,0.145575,0.145575,,,,,,,,,,
Data,11/21/2023,16:33:37;615,108.284996,67760,144.015671,85.43576,0.145575,0.145575,,,,,,,,,,
Data,11/21/2023,16:33:37;625,108.284996,67760,143.445297,85.43576,0.145575,0.145575,,,,,,,,,,
Data,11/21/2023,16:33:37;635,106.453583,67780,142.883972,85.43576,0.145575,0.145575,,,,,,,,,,
Data,11/21/2023,16:33:37;645,105.875122,67791,142.314438,85.43576,0.145575,0.145575,,,,,,,,,,
Data,11/21/2023,16:33:37;655,104.969032,67800,141.771072,85.43576,0.145575,0.145575,,,,,,,,,,
Data,11/21/2023,16:33:37;665,104.23101,67812,141.236328,85.43576,0.145575,0.145575,,,,,,,,,,
Data,11/21/2023,16:33:37;675,104.23101,67812,140.693756,85.44342,0.145687,0.145687,,,,,,,,,,
Data,11/21/2023,16:33:37;685,102.44207,67830,140.176102,85.44342,0.145687,0.145687,,,,,,,,,,
Data,11/21/2023,16:33:37;695,101.796425,67841,139.452026,85.44342,0.145687,0.145687,,,,,,,,,,
Data,11/21/2023,16:33:37;705,100.91346,67851,138.637939,85.44342,0.145687,0.145687,,,,,,,,,,
Data,11/21/2023,16:33:37;715,100.115715,67860,137.861267,85.44342,0.145687,0.145687,,,,,,,,,,
Data,11/21/2023,16:33:37;725,99.401917,67872,137.025864,85.44342,0.145687,0.145687,,,,,,,,,,
Data,11/21/2023,16:33:37;735,98.455818,67880,136.321365,85.44342,0.145687,0.145687,,,,,,,,,,
Data,11/21/2023,16:33:37;745,97.829529,67890,135.581451,85.44342,0.145687,0.145687,,,,,,,,,,
Data,11/21/2023,16:33:37;755,97.050415,67900,134.830719,85.44342,0.145687,0.145687,,,,,,,,,,
Data,11/21/2023,16:33:37;765,96.276985,67910,134.114456,85.44342,0.145687,0.145687,,,,,,,,,,
Data,11/21/2023,16:33:37;775,95.508873,67921,133.474716,85.442078,0.145651,0.145651,,,,,,,,,,
Data,11/21/2023,16:33:37;785,94.670578,67930,132.893372,85.442078,0.145651,0.145651,,,,,,,,,,
Data,11/21/2023,16:33:37;795,93.98912,67940,132.321243,85.442078,0.145651,0.145651,,,,,,,,,,
Data,11/21/2023,16:33:37;805,93.237251,67950,131.740753,85.442078,0.145651,0.145651,,,,,,,,,,
Data,11/21/2023,16:33:37;815,92.492096,67961,131.186935,85.442078,0.145651,0.145651,,,,,,,,,,
Data,11/21/2023,16:33:37;825,92.492096,67961,130.625,85.442078,0.145651,0.145651,,,,,,,,,,
Data,11/21/2023,16:33:37;835,90.726936,67980,130.088898,85.442078,0.145651,0.145651,,,,,,,,,,
Data,11/21/2023,16:33:37;845,90.29084,67990,129.561295,85.442078,0.145651,0.145651,,,,,,,,,,
Data,11/21/2023,16:33:37;855,89.570053,68000,128.99028,85.442078,0.145651,0.145651,,,,,,,,,,
Data,11/21/2023,16:33:37;865,88.85479,68010,128.433594,85.442078,0.145651,0.145651,,,,,,,,,,
Data,11/21/2023,16:33:37;875,88.146454,68021,127.868683,85.433014,0.146932,0.146932,,,,,,,,,,
Data,11/21/2023,16:33:37;885,87.374794,68030,127.329567,85.433014,0.146932,0.146932,,,,,,,,,,
Data,11/21/2023,16:33:37;895,86.74971,68040,126.782555,85.433014,0.146932,0.146932,,,,,,,,,,
Data,11/21/2023,16:33:37;905,86.061539,68050,126.260681,85.433014,0.146932,0.146932,,,,,,,,,,
Data,11/21/2023,16:33:37;915,85.379883,68060,125.731155,85.433014,0.146932,0.146932,,,,,,,,,,
Data,11/21/2023,16:33:37;925,85.379883,68060,125.225975,85.433014,0.146932,0.146932,,,,,,,,,,
Data,11/21/2023,16:33:37;935,83.774185,68080,124.370178,85.433014,0.146932,0.146932,,,,,,,,,,
Data,11/21/2023,16:33:37;945,83.37886,68090,123.43914,85.433014,0.146932,0.146932,,,,,,,,,,
Data,11/21/2023,16:33:37;955,82.726837,68100,122.494484,85.433014,0.146932,0.146932,,,,,,,,,,
Data,11/21/2023,16:33:37;965,82.081871,68110,121.593216,85.433014,0.146932,0.146932,,,,,,,,,,
Data,11/21/2023,16:33:37;975,81.444092,68121,120.678772,85.43399,0.146657,0.146657,,,,,,,,,,
Data,11/21/2023,16:33:37;985,80.751701,68131,119.806328,85.43399,0.146657,0.146657,,,,,,,,,,
Data,11/21/2023,16:33:37;995,80.130898,68140,118.92112,85.43399,0.146657,0.146657,,,,,,,,,,
Data,11/21/2023,16:33:38;005,79.578308,68151,118.076584,85.43399,0.146657,0.146657,,,,,,,,,,
Data,11/21/2023,16:33:38;015,78.911888,68160,117.606003,85.43399,0.146657,0.146657,,,,,,,,,,
Data,11/21/2023,16:33:38;025,78.373734,68172,117.285995,85.43399,0.146657,0.146657,,,,,,,,,,
Data,11/21/2023,16:33:38;035,77.667305,68181,116.961311,85.43399,0.146657,0.146657,,,,,,,,,,
Data,11/21/2023,16:33:38;045,77.144669,68190,116.651527,85.43399,0.146657,0.146657,,,,,,,,,,
Data,11/21/2023,16:33:38;055,76.628784,68200,116.337212,85.43399,0.146657,0.146657,,,,,,,,,,
Data,11/21/2023,16:33:38;065,76.064224,68210,116.037346,85.43399,0.146657,0.146657,,,,,,,,,,
Data,11/21/2023,16:33:38;075,75.507477,68220,115.733093,85.421173,0.145546,0.145546,,,,,,,,,,
Data,11/21/2023,16:33:38;085,74.959686,68230,115.442818,85.421173,0.145546,0.145546,,,,,,,,,,
Data,11/21/2023,16:33:38;095,74.420258,68240,114.811378,85.421173,0.145546,0.145546,,,,,,,,,,
Data,11/21/2023,16:33:38;105,73.890259,68250,114.096519,85.421173,0.145546,0.145546,,,,,,,,,,
Data,11/21/2023,16:33:38;115,73.36879,68260,113.371193,85.421173,0.145546,0.145546,,,,,,,,,,
Data,11/21/2023,16:33:38;125,73.36879,68260,112.679192,85.421173,0.145546,0.145546,,,,,,,,,,
Data,11/21/2023,16:33:38;135,72.203201,68280,111.977051,85.421173,0.145546,0.145546,,,,,,,,,,
Data,11/21/2023,16:33:38;145,71.858353,68290,111.307175,85.421173,0.145546,0.145546,,,,,,,,,,
Data,11/21/2023,16:33:38;155,71.372841,68300,110.62751,85.421173,0.145546,0.145546,,,,,,,,,,
Data,11/21/2023,16:33:38;165,70.896881,68310,109.979065,85.421173,0.145546,0.145546,,,,,,,,,,
Data,11/21/2023,16:33:38;175,70.430534,68321,109.31797,85.414825,0.144202,0.144202,,,,,,,,,,
Data,11/21/2023,16:33:38;185,69.928017,68330,108.686188,85.414825,0.144202,0.144202,,,,,,,,,,
Data,11/21/2023,16:33:38;195,69.525284,68342,108.045166,85.414825,0.144202,0.144202,,,,,,,,,,
Data,11/21/2023,16:33:38;205,69.000443,68350,107.433594,85.414825,0.144202,0.144202,,,,,,,,,,
Data,11/21/2023,16:33:38;215,68.658508,68360,106.813072,85.414825,0.144202,0.144202,,,,,,,,,,
Data,11/21/2023,16:33:38;225,68.658508,68360,106.202705,85.414825,0.144202,0.144202,,,,,,,,,,
Data,11/21/2023,16:33:38;235,67.709427,68380,105.620369,85.414825,0.144202,0.144202,,,,,,,,,,
Data,11/21/2023,16:33:38;245,67.431152,68390,105.047279,85.414825,0.144202,0.144202,,,,,,,,,,
Data,11/21/2023,16:33:38;255,67.041473,68400,104.459297,85.414825,0.144202,0.144202,,,,,,,,,,
Data,11/21/2023,16:33:38;265,66.661972,68410,103.896156,85.414825,0.144202,0.144202,,,,,,,,,,
Data,11/21/2023,16:33:38;275,66.29248,68422,103.324783,85.414368,0.144543,0.144543,,,,,,,,,,
Data,11/21/2023,16:33:38;285,65.862442,68430,102.779655,85.414368,0.144543,0.144543,,,,,,,,,,
Data,11/21/2023,16:33:38;295,65.58371,68440,102.226555,85.414368,0.144543,0.144543,,,,,,,,,,
Data,11/21/2023,16:33:38;305,65.244354,68450,101.69886,85.414368,0.144543,0.144543,,,,,,,,,,
Data,11/21/2023,16:33:38;315,64.915627,68461,101.163437,85.414368,0.144543,0.144543,,,,,,,,,,
Data,11/21/2023,16:33:38;325,64.915627,68461,100.652626,85.414368,0.144543,0.144543,,,,,,,,,,
Data,11/21/2023,16:33:38;335,64.228119,68480,99.988838,85.414368,0.144543,0.144543,,,,,,,,,,
Data,11/21/2023,16:33:38;345,63.990517,68490,99.306976,85.414368,0.144543,0.144543,,,,,,,,,,
Data,11/21/2023,16:33:38;355,63.703171,68501,98.615143,85.414368,0.144543,0.144543,,,,,,,,,,
Data,11/21/2023,16:33:38;365,63.398933,68510,97.955086,85.414368,0.144543,0.144543,,,,,,,,,,
Data,11/21/2023,16:33:38;375,63.159401,68521,97.245148,85.406189,0.144189,0.144189,,,,,,,,,,
Data,11/21/2023,16:33:38;385,62.878357,68531,96.646423,85.406189,0.144189,0.144189,,,,,,,,,,
Data,11/21/2023,16:33:38;395,62.634163,68540,95.998131,85.406189,0.144189,0.144189,,,,,,,,,,
Data,11/21/2023,16:33:38;405,62.423256,68550,95.379616,85.406189,0.144189,0.144189,,,,,,,,,,
Data,11/21/2023,16:33:38;415,62.199036,68561,94.870789,85.406189,0.144189,0.144189,,,,,,,,,,
Data,11/21/2023,16:33:38;425,62.199036,68561,94.424965,85.406189,0.144189,0.144189,,,,,,,,,,
Data,11/21/2023,16:33:38;435,61.724449,68580,93.972626,85.406189,0.144189,0.144189,,,,,,,,,,
Data,11/21/2023,16:33:38;445,61.591141,68591,93.541054,85.406189,0.144189,0.144189,,,,,,,,,,
Data,11/21/2023,16:33:38;455,61.392525,68600,93.10318,85.406189,0.144189,0.144189,,,,,,,,,,
Data,11/21/2023,16:33:38;465,61.239929,68610,92.685417,85.406189,0.144189,0.144189,,,,,,,,,,
Data,11/21/2023,16:33:38;475,61.080452,68621,92.21064,85.408142,0.144338,0.144338,,,,,,,,,,
Data,11/21/2023,16:33:38;485,60.917671,68630,91.857147,85.408142,0.144338,0.144338,,,,,,,,,,
Data,11/21/2023,16:33:38;495,60.79435,68641,91.361526,85.408142,0.144338,0.144338,,,,,,,,,,
Data,11/21/2023,16:33:38;505,60.655594,68651,90.860191,85.408142,0.144338,0.144338,,,,,,,,,,
Data,11/21/2023,16:33:38;515,60.540977,68660,90.351616,85.408142,0.144338,0.144338,,,,,,,,,,
Data,11/21/2023,16:33:38;525,60.447151,68671,89.821297,85.408142,0.144338,0.144338,,,,,,,,,,
Data,11/21/2023,16:33:38;535,60.34465,68680,89.388794,85.408142,0.144338,0.144338,,,,,,,,,,
Data,11/21/2023,16:33:38;545,60.270607,68690,88.904243,85.408142,0.144338,0.144338,,,,,,,,,,
Data,11/21/2023,16:33:38;555,60.198853,68700,88.427612,85.408142,0.144338,0.144338,,,,,,,,,,
Data,11/21/2023,16:33:38;565,60.138138,68710,87.972878,85.408142,0.144338,0.144338,,,,,,,,,,
Data,11/21/2023,16:33:38;575,60.088402,68721,87.690796,85.412048,0.148786,0.148786,,,,,,,,,,
Data,11/21/2023,16:33:38;585,60.046463,68731,87.533394,85.412048,0.148786,0.148786,,,,,,,,,,
Data,11/21/2023,16:33:38;595,60.019943,68740,87.3507,85.412048,0.148786,0.148786,,,,,,,,,,
Data,11/21/2023,16:33:38;605,60.005524,68750,87.176392,85.412048,0.148786,0.148786,,,,,,,,,,
Data,11/21/2023,16:33:38;615,60,68760,86.999527,85.412048,0.148786,0.148786,,,,,,,,,,
Data,11/21/2023,16:33:38;625,60,68760,86.815109,85.412048,0.148786,0.148786,,,,,,,,,,
Data,11/21/2023,16:33:38;635,60.029251,68780,86.664734,85.412048,0.148786,0.148786,,,,,,,,,,
Data,11/21/2023,16:33:38;645,60.049736,68791,86.496216,85.412048,0.148786,0.148786,,,,,,,,,,
Data,11/21/2023,16:33:38;655,60.092888,68800,86.064285,85.412048,0.148786,0.148786,,,,,,,,,,
Data,11/21/2023,16:33:38;665,60.138153,68810,85.525734,85.412048,0.148786,0.148786,,,,,,,,,,
Data,11/21/2023,16:33:38;675,60.19886,68822,84.98008,85.401154,0.152766,0.152766,,,,,,,,,,
Data,11/21/2023,16:33:38;685,60.286324,68831,84.506264,85.401154,0.152766,0.152766,,,,,,,,,,
Data,11/21/2023,16:33:38;695,60.362343,68840,83.993156,85.401154,0.152766,0.152766,,,,,,,,,,
Data,11/21/2023,16:33:38;705,60.447159,68850,83.503754,85.401154,0.152766,0.152766,,,,,,,,,,
Data,11/21/2023,16:33:38;715,60.551979,68860,83.007065,85.401154,0.152766,0.152766,,,,,,,,,,
Data,11/21/2023,16:33:38;725,60.667702,68871,82.518547,85.401154,0.152766,0.152766,,,,,,,,,,
Data,11/21/2023,16:33:38;735,60.807663,68880,82.507462,85.401154,0.152766,0.152766,,,,,,,,,,
