Controller Name:,New_Controller2095709328,,,,,,,,,,,,,,,
Trend Name:,testtrend,,,,,,,,,,,,,,,
Trend Tags:,5,,,,,,,,,,,,,,,
Sample Period:,10 ms,,,,,,,,,,,,,,,
Description:,,,,,,,,,,,,,,,,
Start Trigger:,No Trigger,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Stop Trigger:,No Trigger,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Start Time:,11/21/2023,16:21:22;659,,,,,,,,,,,,,,
Stop Time:,11/21/2023,16:23:47;139,,,,,,,,,,,,,,
Pre-Samples:,0,,,,,,,,,,,,,,,
Post-Samples:,0,,,,,,,,,,,,,,,
Header:,Date,Time,sinusoidal_wave,time,Measured_rpm_Filtered,Temperature,Diameter,Setpoint,,,,,,,,
Data,11/21/2023,16:22:08;709,60.019951,58740,87.003113,84.7854,0.174036,0.174036,,,,,,,,
Data,11/21/2023,16:22:08;719,60.005524,58750,86.538109,84.7854,0.174036,0.174036,,,,,,,,
Data,11/21/2023,16:22:08;729,60,58761,86.094467,84.7854,0.174036,0.174036,,,,,,,,
Data,11/21/2023,16:22:08;739,60.006691,58773,85.854156,84.7854,0.174036,0.174036,,,,,,,,
Data,11/21/2023,16:22:08;749,60.029236,58780,86.021416,84.7854,0.174036,0.174036,,,,,,,,
Data,11/21/2023,16:22:08;759,60.049736,58790,86.180962,84.7854,0.174036,0.174036,,,,,,,,
Data,11/21/2023,16:22:08;769,60.088417,58802,86.342842,84.7854,0.174036,0.174036,,,,,,,,
Data,11/21/2023,16:22:08;779,60.149384,58810,86.502075,84.786102,0.17704,0.17704,,,,,,,,
Data,11/21/2023,16:22:08;789,60.198914,58822,86.653992,84.786102,0.17704,0.17704,,,,,,,,
Data,11/21/2023,16:22:08;799,60.286339,58830,86.803505,84.786102,0.17704,0.17704,,,,,,,,
Data,11/21/2023,16:22:08;809,60.353462,58840,86.955193,84.786102,0.17704,0.17704,,,,,,,,
Data,11/21/2023,16:22:08;819,60.447243,58851,86.976295,84.786102,0.17704,0.17704,,,,,,,,
Data,11/21/2023,16:22:08;829,60.563103,58860,86.738762,84.786102,0.17704,0.17704,,,,,,,,
Data,11/21/2023,16:22:08;839,60.667725,58873,86.512154,84.786102,0.17704,0.17704,,,,,,,,
Data,11/21/2023,16:22:08;849,60.834526,58880,86.282219,84.786102,0.17704,0.17704,,,,,,,,
Data,11/21/2023,16:22:08;859,60.931999,58890,86.062851,84.786102,0.17704,0.17704,,,,,,,,
Data,11/21/2023,16:22:08;869,61.080505,58900,85.840279,84.786102,0.17704,0.17704,,,,,,,,
Data,11/21/2023,16:22:08;879,61.239983,58911,85.62793,84.794922,0.180576,0.180576,,,,,,,,
Data,11/21/2023,16:22:08;889,61.42778,58921,85.418961,84.794922,0.180576,0.180576,,,,,,,,
Data,11/21/2023,16:22:08;899,61.60994,58930,85.073853,84.794922,0.180576,0.180576,,,,,,,,
Data,11/21/2023,16:22:08;909,61.783195,58940,84.470314,84.794922,0.180576,0.180576,,,,,,,,
Data,11/21/2023,16:22:08;919,61.985725,58950,83.857941,84.794922,0.180576,0.180576,,,,,,,,
Data,11/21/2023,16:22:08;929,62.199242,58960,83.273697,84.794922,0.180576,0.180576,,,,,,,,
Data,11/21/2023,16:22:08;939,62.42334,58972,82.680908,84.794922,0.180576,0.180576,,,,,,,,
Data,11/21/2023,16:22:08;949,62.706268,58981,82.115341,84.794922,0.180576,0.180576,,,,,,,,
Data,11/21/2023,16:22:08;959,62.928665,58990,81.541519,84.794922,0.180576,0.180576,,,,,,,,
Data,11/21/2023,16:22:08;969,63.159492,59001,80.994049,84.794922,0.180576,0.180576,,,,,,,,
Data,11/21/2023,16:22:08;979,63.453323,59010,80.803238,84.794464,0.181847,0.181847,,,,,,,,
Data,11/21/2023,16:22:08;989,63.703094,59022,81.372894,84.794464,0.181847,0.181847,,,,,,,,
Data,11/21/2023,16:22:08;999,64.049484,59030,81.950897,84.794464,0.181847,0.181847,,,,,,,,
Data,11/21/2023,16:22:09;009,64.288567,59040,82.50235,84.794464,0.181847,0.181847,,,,,,,,
Data,11/21/2023,16:22:09;019,64.597084,59050,83.061874,84.794464,0.181847,0.181847,,,,,,,,
Data,11/21/2023,16:22:09;029,64.915741,59060,83.612244,84.794464,0.181847,0.181847,,,,,,,,
Data,11/21/2023,16:22:09;039,65.244667,59072,84.137314,84.794464,0.181847,0.181847,,,,,,,,
Data,11/21/2023,16:22:09;049,65.652794,59081,84.670074,84.794464,0.181847,0.181847,,,,,,,,
Data,11/21/2023,16:22:09;059,65.968704,59091,84.999817,84.794464,0.181847,0.181847,,,,,,,,
Data,11/21/2023,16:22:09;069,66.329163,59101,84.961678,84.794464,0.181847,0.181847,,,,,,,,
Data,11/21/2023,16:22:09;079,66.699669,59111,84.922951,84.805084,0.184632,0.184632,,,,,,,,
Data,11/21/2023,16:22:09;089,67.08017,59122,84.886032,84.805084,0.184632,0.184632,,,,,,,,
Data,11/21/2023,16:22:09;099,67.510269,59130,84.848557,84.805084,0.184632,0.184632,,,,,,,,
Data,11/21/2023,16:22:09;109,67.830612,59141,84.812813,84.805084,0.184632,0.184632,,,,,,,,
Data,11/21/2023,16:22:09;119,68.281029,59150,84.776543,84.805084,0.184632,0.184632,,,,,,,,
Data,11/21/2023,16:22:09;129,68.658646,59160,84.741936,84.805084,0.184632,0.184632,,,,,,,,
Data,11/21/2023,16:22:09;139,69.087234,59172,84.585754,84.805084,0.184632,0.184632,,,,,,,,
Data,11/21/2023,16:22:09;149,69.61438,59180,84.174797,84.805084,0.184632,0.184632,,,,,,,,
Data,11/21/2023,16:22:09;159,69.973175,59191,83.782707,84.805084,0.184632,0.184632,,,,,,,,
Data,11/21/2023,16:22:09;169,70.47673,59200,83.396851,84.805084,0.184632,0.184632,,,,,,,,
Data,11/21/2023,16:22:09;179,70.897034,59210,83.005348,84.815063,0.189614,0.189614,,,,,,,,
Data,11/21/2023,16:22:09;189,71.373001,59222,82.631836,84.815063,0.189614,0.189614,,,,,,,,
Data,11/21/2023,16:22:09;199,71.956543,59230,82.252869,84.815063,0.189614,0.189614,,,,,,,,
Data,11/21/2023,16:22:09;209,72.352921,59240,81.891296,84.815063,0.189614,0.189614,,,,,,,,
Data,11/21/2023,16:22:09;219,72.85643,59250,81.818626,84.815063,0.189614,0.189614,,,,,,,,
Data,11/21/2023,16:22:09;229,73.368958,59260,82.355705,84.815063,0.189614,0.189614,,,,,,,,
Data,11/21/2023,16:22:09;239,73.890427,59272,82.900642,84.815063,0.189614,0.189614,,,,,,,,
Data,11/21/2023,16:22:09;249,74.527756,59280,83.42054,84.815063,0.189614,0.189614,,,,,,,,
Data,11/21/2023,16:22:09;259,74.959869,59290,83.948067,84.815063,0.189614,0.189614,,,,,,,,
Data,11/21/2023,16:22:09;269,75.50766,59300,84.451355,84.815063,0.189614,0.189614,,,,,,,,
Data,11/21/2023,16:22:09;279,76.064064,59310,84.961945,84.820038,0.196074,0.196074,,,,,,,,
Data,11/21/2023,16:22:09;289,76.629326,59322,85.449127,84.820038,0.196074,0.196074,,,,,,,,
Data,11/21/2023,16:22:09;299,77.318207,59330,85.791084,84.820038,0.196074,0.196074,,,,,,,,
Data,11/21/2023,16:22:09;309,77.784363,59340,85.803345,84.820038,0.196074,0.196074,,,,,,,,
Data,11/21/2023,16:22:09;319,78.37429,59350,85.815796,84.820038,0.196074,0.196074,,,,,,,,
Data,11/21/2023,16:22:09;329,78.972366,59360,85.82769,84.820038,0.196074,0.196074,,,,,,,,
Data,11/21/2023,16:22:09;339,79.578506,59371,85.839775,84.820038,0.196074,0.196074,,,,,,,,
Data,11/21/2023,16:22:09;349,80.254189,59380,85.85125,84.820038,0.196074,0.196074,,,,,,,,
Data,11/21/2023,16:22:09;359,80.814575,59390,85.862907,84.820038,0.196074,0.196074,,,,,,,,
Data,11/21/2023,16:22:09;369,81.444298,59400,85.874054,84.820038,0.196074,0.196074,,,,,,,,
Data,11/21/2023,16:22:09;379,82.082085,59410,85.994278,84.828674,0.1993,0.1993,,,,,,,,
Data,11/21/2023,16:22:09;389,82.726654,59422,86.333534,84.828674,0.1993,0.1993,,,,,,,,
Data,11/21/2023,16:22:09;399,83.510696,59430,86.677742,84.828674,0.1993,0.1993,,,,,,,,
Data,11/21/2023,16:22:09;409,84.039276,59441,87.016312,84.828674,0.1993,0.1993,,,,,,,,
Data,11/21/2023,16:22:09;419,84.773544,59450,87.339325,84.828674,0.1993,0.1993,,,,,,,,
Data,11/21/2023,16:22:09;429,85.380524,59460,87.657227,84.828674,0.1993,0.1993,,,,,,,,
Data,11/21/2023,16:22:09;439,86.061768,59472,87.970078,84.828674,0.1993,0.1993,,,,,,,,
Data,11/21/2023,16:22:09;449,86.888245,59480,88.287506,84.828674,0.1993,0.1993,,,,,,,,
Data,11/21/2023,16:22:09;459,87.444962,59491,88.533218,84.828674,0.1993,0.1993,,,,,,,,
Data,11/21/2023,16:22:09;469,88.217354,59500,88.662849,84.828674,0.1993,0.1993,,,,,,,,
Data,11/21/2023,16:22:09;479,88.855026,59511,88.786514,84.834656,0.204076,0.204076,,,,,,,,
Data,11/21/2023,16:22:09;489,89.64183,59521,88.911987,84.834656,0.204076,0.204076,,,,,,,,
Data,11/21/2023,16:22:09;499,90.363678,59530,89.031708,84.834656,0.204076,0.204076,,,,,,,,
Data,11/21/2023,16:22:09;509,91.01857,59540,89.153175,84.834656,0.204076,0.204076,,,,,,,,
Data,11/21/2023,16:22:09;519,91.752663,59551,89.269058,84.834656,0.204076,0.204076,,,,,,,,
Data,11/21/2023,16:22:09;529,92.56633,59560,89.38665,84.834656,0.204076,0.204076,,,,,,,,
Data,11/21/2023,16:22:09;539,93.237961,59572,89.641273,84.834656,0.204076,0.204076,,,,,,,,
Data,11/21/2023,16:22:09;549,94.140152,59580,90.134071,84.834656,0.204076,0.204076,,,,,,,,
Data,11/21/2023,16:22:09;559,94.746468,59590,90.634087,84.834656,0.204076,0.204076,,,,,,,,
Data,11/21/2023,16:22:09;569,95.509132,59600,91.111191,84.834656,0.204076,0.204076,,,,,,,,
Data,11/21/2023,16:22:09;579,96.277237,59611,91.580696,84.837494,0.212022,0.212022,,,,,,,,
Data,11/21/2023,16:22:09;589,97.128448,59621,92.057091,84.837494,0.212022,0.212022,,,,,,,,
Data,11/21/2023,16:22:09;599,97.9076,59631,92.511589,84.837494,0.212022,0.212022,,,,,,,,
Data,11/21/2023,16:22:09;609,98.691818,59640,92.97274,84.837494,0.212022,0.212022,,,,,,,,
Data,11/21/2023,16:22:09;619,99.402184,59650,93.363426,84.837494,0.212022,0.212022,,,,,,,,
Data,11/21/2023,16:22:09;629,100.195694,59661,93.623016,84.837494,0.212022,0.212022,,,,,,,,
Data,11/21/2023,16:22:09;639,101.073639,59671,93.886383,84.837494,0.212022,0.212022,,,,,,,,
Data,11/21/2023,16:22:09;649,101.877373,59681,94.137657,84.837494,0.212022,0.212022,,,,,,,,
Data,11/21/2023,16:22:09;659,102.685059,59690,94.384972,84.837494,0.212022,0.212022,,,,,,,,
Data,11/21/2023,16:22:09;669,103.415512,59700,94.635925,84.837494,0.212022,0.212022,,,,,,,,
Data,11/21/2023,16:22:09;679,104.231285,59710,94.875305,84.85257,0.216595,0.216595,,,,,,,,
Data,11/21/2023,16:22:09;689,105.051117,59721,95.118187,84.85257,0.216595,0.216595,,,,,,,,
Data,11/21/2023,16:22:09;699,105.957642,59730,95.399147,84.85257,0.216595,0.216595,,,,,,,,
Data,11/21/2023,16:22:09;709,106.702484,59740,95.787315,84.85257,0.216595,0.216595,,,,,,,,
Data,11/21/2023,16:22:09;719,107.534256,59750,96.157654,84.85257,0.216595,0.216595,,,,,,,,
Data,11/21/2023,16:22:09;729,108.369064,59760,96.533401,84.85257,0.216595,0.216595,,,,,,,,
Data,11/21/2023,16:22:09;739,109.207298,59771,96.903,84.85257,0.216595,0.216595,,,,,,,,
Data,11/21/2023,16:22:09;749,110.133286,59781,97.255623,84.85257,0.216595,0.216595,,,,,,,,
Data,11/21/2023,16:22:09;759,110.977753,59790,97.602646,84.85257,0.216595,0.216595,,,,,,,,
Data,11/21/2023,16:22:09;769,111.74115,59800,97.954758,84.85257,0.216595,0.216595,,,,,,,,
Data,11/21/2023,16:22:09;779,112.591713,59810,98.311172,84.860382,0.222605,0.222605,,,,,,,,
Data,11/21/2023,16:22:09;789,113.445541,59822,98.680405,84.860382,0.222605,0.222605,,,,,,,,
Data,11/21/2023,16:22:09;799,114.472748,59830,99.032669,84.860382,0.222605,0.222605,,,,,,,,
Data,11/21/2023,16:22:09;809,115.159874,59840,99.379349,84.860382,0.222605,0.222605,,,,,,,,
Data,11/21/2023,16:22:09;819,116.020622,59850,99.731102,84.860382,0.222605,0.222605,,,,,,,,
Data,11/21/2023,16:22:09;829,116.883575,59860,100.066696,84.860382,0.222605,0.222605,,,,,,,,
Data,11/21/2023,16:22:09;839,117.748604,59871,100.396957,84.860382,0.222605,0.222605,,,,,,,,
Data,11/21/2023,16:22:09;849,118.701996,59880,100.732063,84.860382,0.222605,0.222605,,,,,,,,
Data,11/21/2023,16:22:09;859,119.484322,59890,101.122894,84.860382,0.222605,0.222605,,,,,,,,
Data,11/21/2023,16:22:09;869,120.354744,59900,101.668411,84.860382,0.222605,0.222605,,,,,,,,
Data,11/21/2023,16:22:09;879,121.227211,59910,102.188858,84.860962,0.232957,0.232957,,,,,,,,
Data,11/21/2023,16:22:09;889,122.100006,59921,102.716927,84.860962,0.232957,0.232957,,,,,,,,
Data,11/21/2023,16:22:09;899,123.062263,59930,103.220741,84.860962,0.232957,0.232957,,,,,,,,
Data,11/21/2023,16:22:09;909,123.8508,59940,103.73188,84.860962,0.232957,0.232957,,,,,,,,
Data,11/21/2023,16:22:09;919,124.726921,59950,104.219551,84.860962,0.232957,0.232957,,,,,,,,
Data,11/21/2023,16:22:09;929,125.604942,59960,104.714363,84.860962,0.232957,0.232957,,,,,,,,
Data,11/21/2023,16:22:09;939,126.483124,59971,105.174927,84.860962,0.232957,0.232957,,,,,,,,
Data,11/21/2023,16:22:09;949,127.449921,59980,105.567276,84.860962,0.232957,0.232957,,,,,,,,
Data,11/21/2023,16:22:09;959,128.241013,59991,105.96537,84.860962,0.232957,0.232957,,,,,,,,
Data,11/21/2023,16:22:09;969,129.208557,60000,106.345184,84.860962,0.232957,0.232957,,,,,,,,
Data,11/21/2023,16:22:09;979,130.000015,60010,106.718964,84.871185,0.241703,0.241703,,,,,,,,
Data,11/21/2023,16:22:09;989,130.879578,60021,107.098221,84.871185,0.241703,0.241703,,,,,,,,
Data,11/21/2023,16:22:09;999,131.847107,60030,107.460052,84.871185,0.241703,0.241703,,,,,,,,
Data,11/21/2023,16:22:10;009,132.638168,60040,107.827171,84.871185,0.241703,0.241703,,,,,,,,
Data,11/21/2023,16:22:10;019,133.517441,60050,108.260864,84.871185,0.241703,0.241703,,,,,,,,
Data,11/21/2023,16:22:10;029,134.395615,60060,108.875633,84.871185,0.241703,0.241703,,,,,,,,
Data,11/21/2023,16:22:10;039,135.273102,60072,109.462158,84.871185,0.241703,0.241703,,,,,,,,
Data,11/21/2023,16:22:10;049,136.324768,60080,110.057266,84.871185,0.241703,0.241703,,,,,,,,
Data,11/21/2023,16:22:10;059,137.025436,60090,110.642632,84.871185,0.241703,0.241703,,,,,,,,
Data,11/21/2023,16:22:10;069,137.900009,60100,111.201118,84.871185,0.241703,0.241703,,,,,,,,
Data,11/21/2023,16:22:10;079,138.773346,60110,111.767776,84.885071,0.244515,0.244515,,,,,,,,
Data,11/21/2023,16:22:10;089,139.645279,60122,112.308388,84.885071,0.244515,0.244515,,,,,,,,
Data,11/21/2023,16:22:10;099,140.689911,60130,112.833946,84.885071,0.244515,0.244515,,,,,,,,
Data,11/21/2023,16:22:10;109,141.384995,60140,113.353645,84.885071,0.244515,0.244515,,,,,,,,
Data,11/21/2023,16:22:10;119,142.251953,60150,113.849442,84.885071,0.244515,0.244515,,,,,,,,
Data,11/21/2023,16:22:10;129,143.116974,60160,114.352478,84.885071,0.244515,0.244515,,,,,,,,
Data,11/21/2023,16:22:10;139,143.979919,60171,114.832436,84.885071,0.244515,0.244515,,,,,,,,
Data,11/21/2023,16:22:10;149,144.926773,60180,115.319427,84.885071,0.244515,0.244515,,,,,,,,
Data,11/21/2023,16:22:10;159,145.699081,60190,115.784035,84.885071,0.244515,0.244515,,,,,,,,
Data,11/21/2023,16:22:10;169,146.555008,60200,116.255447,84.885071,0.244515,0.244515,,,,,,,,
Data,11/21/2023,16:22:10;179,147.40831,60210,116.784592,84.885529,0.247115,0.247115,,,,,,,,
Data,11/21/2023,16:22:10;189,148.258881,60221,117.487648,84.885529,0.247115,0.247115,,,,,,,,
Data,11/21/2023,16:22:10;199,149.191315,60230,118.158417,84.885529,0.247115,0.247115,,,,,,,,
Data,11/21/2023,16:22:10;209,149.951218,60240,118.838989,84.885529,0.247115,0.247115,,,,,,,,
Data,11/21/2023,16:22:10;219,150.793243,60250,119.488319,84.885529,0.247115,0.247115,,,,,,,,
Data,11/21/2023,16:22:10;229,151.63147,60260,120.127319,84.885529,0.247115,0.247115,,,,,,,,
Data,11/21/2023,16:22:10;239,152.466278,60272,120.775673,84.885529,0.247115,0.247115,,,,,,,,
Data,11/21/2023,16:22:10;249,153.46315,60280,121.413414,84.885529,0.247115,0.247115,,,,,,,,
Data,11/21/2023,16:22:10;259,154.125122,60290,122.029617,84.885529,0.247115,0.247115,,,,,,,,
Data,11/21/2023,16:22:10;269,154.948898,60300,122.651787,84.885529,0.247115,0.247115,,,,,,,,
Data,11/21/2023,16:22:10;279,155.768738,60310,123.283066,84.89679,0.246303,0.246303,,,,,,,,
Data,11/21/2023,16:22:10;289,156.585007,60321,123.885338,84.89679,0.246303,0.246303,,,,,,,,
Data,11/21/2023,16:22:10;299,157.477142,60330,124.496414,84.89679,0.246303,0.246303,,,,,,,,
Data,11/21/2023,16:22:10;309,158.203812,60340,125.07943,84.89679,0.246303,0.246303,,,,,,,,
Data,11/21/2023,16:22:10;319,159.006607,60351,125.670959,84.89679,0.246303,0.246303,,,,,,,,
Data,11/21/2023,16:22:10;329,159.884521,60360,126.235329,84.89679,0.246303,0.246303,,,,,,,,
Data,11/21/2023,16:22:10;339,160.598328,60373,126.818336,84.89679,0.246303,0.246303,,,,,,,,
Data,11/21/2023,16:22:10;349,161.622589,60380,127.395981,84.89679,0.246303,0.246303,,,,,,,,
Data,11/21/2023,16:22:10;359,162.170715,60390,127.982079,84.89679,0.246303,0.246303,,,,,,,,
Data,11/21/2023,16:22:10;369,162.949341,60400,128.541229,84.89679,0.246303,0.246303,,,,,,,,
Data,11/21/2023,16:22:10;379,163.722778,60410,129.108582,84.906708,0.244353,0.244353,,,,,,,,
Data,11/21/2023,16:22:10;389,164.490891,60421,129.649887,84.906708,0.244353,0.244353,,,,,,,,
Data,11/21/2023,16:22:10;399,165.329651,60430,130.199112,84.906708,0.244353,0.244353,,,,,,,,
Data,11/21/2023,16:22:10;409,166.011108,60440,130.723083,84.906708,0.244353,0.244353,,,,,,,,
Data,11/21/2023,16:22:10;419,166.76207,60450,131.270874,84.906708,0.244353,0.244353,,,,,,,,
Data,11/21/2023,16:22:10;429,167.508118,60460,131.826767,84.906708,0.244353,0.244353,,,,,,,,
Data,11/21/2023,16:22:10;439,168.247803,60471,132.390793,84.906708,0.244353,0.244353,,,,,,,,
Data,11/21/2023,16:22:10;449,169.054611,60480,132.928925,84.906708,0.244353,0.244353,,,,,,,,
Data,11/21/2023,16:22:10;459,169.708939,60490,133.474915,84.906708,0.244353,0.244353,,,,,,,,
Data,11/21/2023,16:22:10;469,170.430161,60500,133.995834,84.906708,0.244353,0.244353,,,,,,,,
Data,11/21/2023,16:22:10;479,171.144989,60510,134.524353,84.906616,0.239056,0.239056,,,,,,,,
Data,11/21/2023,16:22:10;489,171.853333,60522,135.02861,84.906616,0.239056,0.239056,,,,,,,,
Data,11/21/2023,16:22:10;499,172.694855,60530,135.519196,84.906616,0.239056,0.239056,,,,,,,,
Data,11/21/2023,16:22:10;509,173.250076,60540,135.94371,84.906616,0.239056,0.239056,,,,,,,,
Data,11/21/2023,16:22:10;519,173.93866,60550,136.374451,84.906616,0.239056,0.239056,,,,,,,,
Data,11/21/2023,16:22:10;529,174.619904,60561,136.798126,84.906616,0.239056,0.239056,,,,,,,,
Data,11/21/2023,16:22:10;539,175.361252,60571,137.202332,84.906616,0.239056,0.239056,,,,,,,,
Data,11/21/2023,16:22:10;549,176.027176,60580,137.600128,84.906616,0.239056,0.239056,,,,,,,,
Data,11/21/2023,16:22:10;559,176.620941,60590,138.003769,84.906616,0.239056,0.239056,,,,,,,,
Data,11/21/2023,16:22:10;569,177.273361,60600,138.38884,84.906616,0.239056,0.239056,,,,,,,,
Data,11/21/2023,16:22:10;579,177.91832,60610,138.787064,84.909668,0.233519,0.233519,,,,,,,,
Data,11/21/2023,16:22:10;589,178.555725,60622,139.18248,84.909668,0.233519,0.233519,,,,,,,,
Data,11/21/2023,16:22:10;599,179.310699,60630,139.583694,84.909668,0.233519,0.233519,,,,,,,,
Data,11/21/2023,16:22:10;609,179.807785,60640,139.966461,84.909668,0.233519,0.233519,,,,,,,,
Data,11/21/2023,16:22:10;619,180.421875,60650,140.354813,84.909668,0.233519,0.233519,,,,,,,,
Data,11/21/2023,16:22:10;629,181.028015,60661,140.725342,84.909668,0.233519,0.233519,,,,,,,,
Data,11/21/2023,16:22:10;639,181.685196,60672,141.101288,84.909668,0.233519,0.233519,,,,,,,,
Data,11/21/2023,16:22:10;649,182.33287,60680,141.459961,84.909668,0.233519,0.233519,,,,,,,,
Data,11/21/2023,16:22:10;659,182.797699,60690,141.820129,84.909668,0.233519,0.233519,,,,,,,,
Data,11/21/2023,16:22:10;669,183.371033,60700,142.200653,84.909668,0.233519,0.233519,,,,,,,,
Data,11/21/2023,16:22:10;679,183.935944,60711,142.56369,84.919952,0.227301,0.227301,,,,,,,,
Data,11/21/2023,16:22:10;689,184.547623,60721,142.932022,84.919952,0.227301,0.227301,,,,,,,,
Data,11/21/2023,16:22:10;699,185.094543,60730,143.283447,84.919952,0.227301,0.227301,,,,,,,,
Data,11/21/2023,16:22:10;709,185.579254,60740,143.640015,84.919952,0.227301,0.227301,,,,,,,,
Data,11/21/2023,16:22:10;719,186.109909,60750,143.980194,84.919952,0.227301,0.227301,,,,,,,,
Data,11/21/2023,16:22:10;729,186.631378,60760,144.325348,84.919952,0.227301,0.227301,,,,,,,,
Data,11/21/2023,16:22:10;739,187.14389,60772,144.66954,84.919952,0.227301,0.227301,,,,,,,,
Data,11/21/2023,16:22:10;749,187.746887,60780,145.049866,84.919952,0.227301,0.227301,,,,,,,,
Data,11/21/2023,16:22:10;759,188.1418,60790,145.412735,84.919952,0.227301,0.227301,,,,,,,,
Data,11/21/2023,16:22:10;769,188.627014,60800,145.780914,84.919952,0.227301,0.227301,,,,,,,,
Data,11/21/2023,16:22:10;779,189.102966,60811,146.132187,84.918152,0.224469,0.224469,,,,,,,,
Data,11/21/2023,16:22:10;789,189.615845,60821,146.488571,84.918152,0.224469,0.224469,,,,,,,,
Data,11/21/2023,16:22:10;799,190.072113,60830,146.828583,84.918152,0.224469,0.224469,,,,,,,,
Data,11/21/2023,16:22:10;809,190.474854,60840,147.173584,84.918152,0.224469,0.224469,,,,,,,,
Data,11/21/2023,16:22:10;819,190.91304,60850,147.549713,84.918152,0.224469,0.224469,,,,,,,,
Data,11/21/2023,16:22:10;829,191.34137,60860,148.0298,84.918152,0.224469,0.224469,,,,,,,,
Data,11/21/2023,16:22:10;839,191.760513,60873,148.487808,84.918152,0.224469,0.224469,,,,,,,,
Data,11/21/2023,16:22:10;849,192.290451,60880,148.952499,84.918152,0.224469,0.224469,,,,,,,,
Data,11/21/2023,16:22:10;859,192.56897,60890,149.395859,84.918152,0.224469,0.224469,,,,,,,,
Data,11/21/2023,16:22:10;869,192.958405,60900,149.845703,84.918152,0.224469,0.224469,,,,,,,,
Data,11/21/2023,16:22:10;879,193.337921,60911,150.274872,84.926086,0.219189,0.219189,,,,,,,,
Data,11/21/2023,16:22:10;889,193.743881,60920,150.710327,84.926086,0.219189,0.219189,,,,,,,,
Data,11/21/2023,16:22:10;899,194.066864,60930,151.075104,84.926086,0.219189,0.219189,,,,,,,,
Data,11/21/2023,16:22:10;909,194.416397,60940,151.339111,84.926086,0.219189,0.219189,,,,,,,,
Data,11/21/2023,16:22:10;919,194.755341,60950,151.598816,84.926086,0.219189,0.219189,,,,,,,,
Data,11/21/2023,16:22:10;929,195.084473,60960,151.846603,84.926086,0.219189,0.219189,,,,,,,,
Data,11/21/2023,16:22:10;939,195.403122,60970,152.090393,84.926086,0.219189,0.219189,,,,,,,,
Data,11/21/2023,16:22:10;949,195.711441,60980,152.337814,84.926086,0.219189,0.219189,,,,,,,,
Data,11/21/2023,16:22:10;959,196.009384,60991,152.581161,84.926086,0.219189,0.219189,,,,,,,,
Data,11/21/2023,16:22:10;969,196.325134,61001,152.813339,84.926086,0.219189,0.219189,,,,,,,,
Data,11/21/2023,16:22:10;979,196.601151,61011,153.048218,84.938629,0.215961,0.215961,,,,,,,,
Data,11/21/2023,16:22:10;989,196.866638,61021,153.299927,84.938629,0.215961,0.215961,,,,,,,,
Data,11/21/2023,16:22:10;999,197.121582,61031,153.540039,84.938629,0.215961,0.215961,,,,,,,,
Data,11/21/2023,16:22:11;009,197.365906,61040,153.783707,84.938629,0.215961,0.215961,,,,,,,,
Data,11/21/2023,16:22:11;019,197.576813,61050,154.016174,84.938629,0.215961,0.215961,,,,,,,,
Data,11/21/2023,16:22:11;029,197.800903,61060,154.252045,84.938629,0.215961,0.215961,,,,,,,,
Data,11/21/2023,16:22:11;039,198.014282,61072,154.477081,84.938629,0.215961,0.215961,,,,,,,,
Data,11/21/2023,16:22:11;049,198.256119,61080,154.705399,84.938629,0.215961,0.215961,,,,,,,,
Data,11/21/2023,16:22:11;059,198.408798,61091,154.956161,84.938629,0.215961,0.215961,,,,,,,,
Data,11/21/2023,16:22:11;069,198.607422,61100,155.279526,84.938629,0.215961,0.215961,,,,,,,,
Data,11/21/2023,16:22:11;079,198.760117,61111,155.588058,84.938507,0.215291,0.215291,,,,,,,,
Data,11/21/2023,16:22:11;089,198.934875,61121,155.901108,84.938507,0.215291,0.215291,,,,,,,,
Data,11/21/2023,16:22:11;099,199.082275,61131,156.199768,84.938507,0.215291,0.215291,,,,,,,,
Data,11/21/2023,16:22:11;109,199.218781,61140,156.502792,84.938507,0.215291,0.215291,,,,,,,,
Data,11/21/2023,16:22:11;119,199.332275,61150,156.800873,84.938507,0.215291,0.215291,,,,,,,,
Data,11/21/2023,16:22:11;129,199.448059,61161,157.085251,84.938507,0.215291,0.215291,,,,,,,,
Data,11/21/2023,16:22:11;139,199.562653,61170,157.339066,84.938507,0.215291,0.215291,,,,,,,,
Data,11/21/2023,16:22:11;149,199.646591,61180,157.541992,84.938507,0.215291,0.215291,,,,,,,,
Data,11/21/2023,16:22:11;159,199.72937,61190,157.741608,84.938507,0.215291,0.215291,,,,,,,,
Data,11/21/2023,16:22:11;169,199.801132,61200,157.932083,84.938507,0.215291,0.215291,,,,,,,,
Data,11/21/2023,16:22:11;179,199.861877,61211,158.125336,84.943329,0.208042,0.208042,,,,,,,,
Data,11/21/2023,16:22:11;189,199.915955,61223,158.309723,84.943329,0.208042,0.208042,,,,,,,,
Data,11/21/2023,16:22:11;199,199.959717,61230,158.496811,84.943329,0.208042,0.208042,,,,,,,,
Data,11/21/2023,16:22:11;209,199.97789,61240,158.675293,84.943329,0.208042,0.208042,,,,,,,,
