Controller Name:,New_Controller2095709328,,,,,,,,,,,,,,,
Trend Name:,testtrend,,,,,,,,,,,,,,,
Trend Tags:,5,,,,,,,,,,,,,,,
Sample Period:,10 ms,,,,,,,,,,,,,,,
Description:,,,,,,,,,,,,,,,,
Start Trigger:,No Trigger,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Stop Trigger:,No Trigger,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Start Time:,11/21/2023,16:21:22;659,,,,,,,,,,,,,,
Stop Time:,11/21/2023,16:23:47;139,,,,,,,,,,,,,,
Pre-Samples:,0,,,,,,,,,,,,,,,
Post-Samples:,0,,,,,,,,,,,,,,,
Header:,Date,Time,sinusoidal_wave,time,Measured_rpm_Filtered,Temperature,Diameter,Setpoint,,,,,,,,
Data,11/21/2023,16:22:19;149,60.00499,69180,97.357697,85.133575,0.14172,0.14172,,,,,,,,
Data,11/21/2023,16:22:19;159,60.022141,69191,96.674225,85.133575,0.14172,0.14172,,,,,,,,
Data,11/21/2023,16:22:19;169,60.073685,69200,95.980774,85.133575,0.14172,0.14172,,,,,,,,
Data,11/21/2023,16:22:19;179,60.138161,69211,95.319168,85.147156,0.142258,0.142258,,,,,,,,
Data,11/21/2023,16:22:19;189,60.244331,69221,94.647865,85.147156,0.142258,0.142258,,,,,,,,
Data,11/21/2023,16:22:19;199,60.366936,69231,94.007416,85.147156,0.142258,0.142258,,,,,,,,
Data,11/21/2023,16:22:19;209,60.514183,69240,93.357597,85.147156,0.142258,0.142258,,,,,,,,
Data,11/21/2023,16:22:19;219,60.667725,69250,92.753296,85.147156,0.142258,0.142258,,,,,,,,
Data,11/21/2023,16:22:19;229,60.861961,69260,92.172951,85.147156,0.142258,0.142258,,,,,,,,
Data,11/21/2023,16:22:19;239,61.08078,69273,91.619278,85.147156,0.142258,0.142258,,,,,,,,
Data,11/21/2023,16:22:19;249,61.401505,69280,91.057495,85.147156,0.142258,0.142258,,,,,,,,
Data,11/21/2023,16:22:19;259,61.591431,69290,90.52153,85.147156,0.142258,0.142258,,,,,,,,
Data,11/21/2023,16:22:19;269,61.88324,69300,89.977715,85.147156,0.142258,0.142258,,,,,,,,
Data,11/21/2023,16:22:19;279,62.199509,69311,89.458878,85.161133,0.141776,0.141776,,,,,,,,
Data,11/21/2023,16:22:19;289,62.574791,69321,88.932465,85.161133,0.141776,0.141776,,,,,,,,
Data,11/21/2023,16:22:19;299,62.941521,69331,88.483894,85.161133,0.141776,0.141776,,,,,,,,
Data,11/21/2023,16:22:19;309,63.331787,69340,88.141273,85.161133,0.141776,0.141776,,,,,,,,
Data,11/21/2023,16:22:19;319,63.703094,69351,87.814369,85.161133,0.141776,0.141776,,,,,,,,
Data,11/21/2023,16:22:19;329,64.183189,69360,87.482704,85.161133,0.141776,0.141776,,,,,,,,
Data,11/21/2023,16:22:19;339,64.597466,69373,87.156464,85.161133,0.141776,0.141776,,,,,,,,
Data,11/21/2023,16:22:19;349,65.228455,69380,86.845207,85.161133,0.141776,0.141776,,,,,,,,
Data,11/21/2023,16:22:19;359,65.584038,69391,86.538895,85.161133,0.141776,0.141776,,,,,,,,
Data,11/21/2023,16:22:19;369,66.16597,69400,86.228104,85.161133,0.141776,0.141776,,,,,,,,
Data,11/21/2023,16:22:19;379,66.662552,69411,85.944214,85.159912,0.141759,0.141759,,,,,,,,
Data,11/21/2023,16:22:19;389,67.294197,69424,85.682625,85.159912,0.141759,0.141759,,,,,,,,
Data,11/21/2023,16:22:19;399,68.075378,69430,85.425316,85.159912,0.141759,0.141759,,,,,,,,
Data,11/21/2023,16:22:19;409,68.44838,69441,85.179832,85.159912,0.141759,0.141759,,,,,,,,
Data,11/21/2023,16:22:19;419,69.15287,69450,84.938255,85.159912,0.141759,0.141759,,,,,,,,
Data,11/21/2023,16:22:19;429,69.74826,69460,84.693115,85.159912,0.141759,0.141759,,,,,,,,
Data,11/21/2023,16:22:19;439,70.430969,69471,84.459251,85.159912,0.141759,0.141759,,,,,,,,
Data,11/21/2023,16:22:19;449,71.20607,69480,84.221962,85.159912,0.141759,0.141759,,,,,,,,
Data,11/21/2023,16:22:19;459,71.859116,69490,84.131828,85.159912,0.141759,0.141759,,,,,,,,
Data,11/21/2023,16:22:19;469,72.603394,69500,84.325745,85.159912,0.141759,0.141759,,,,,,,,
Data,11/21/2023,16:22:19;479,73.369278,69510,84.51075,85.160675,0.141787,0.141787,,,,,,,,
Data,11/21/2023,16:22:19;489,74.155304,69521,84.698463,85.160675,0.141787,0.141787,,,,,,,,
Data,11/21/2023,16:22:19;499,75.042465,69530,84.88311,85.160675,0.141787,0.141787,,,,,,,,
Data,11/21/2023,16:22:19;509,75.785309,69540,85.059265,85.160675,0.141787,0.141787,,,,,,,,
Data,11/21/2023,16:22:19;519,76.629333,69550,85.232635,85.160675,0.141787,0.141787,,,,,,,,
Data,11/21/2023,16:22:19;529,77.493019,69560,85.408539,85.160675,0.141787,0.141787,,,,,,,,
Data,11/21/2023,16:22:19;539,78.374657,69572,85.487267,85.160675,0.141787,0.141787,,,,,,,,
Data,11/21/2023,16:22:19;549,79.456795,69580,85.380508,85.160675,0.141787,0.141787,,,,,,,,
Data,11/21/2023,16:22:19;559,80.193367,69590,85.278664,85.160675,0.141787,0.141787,,,,,,,,
Data,11/21/2023,16:22:19;569,81.129051,69600,85.175323,85.160675,0.141787,0.141787,,,,,,,,
Data,11/21/2023,16:22:19;579,82.082092,69610,85.076714,85.170746,0.141806,0.141806,,,,,,,,
Data,11/21/2023,16:22:19;589,83.052948,69621,84.976662,85.170746,0.141806,0.141806,,,,,,,,
Data,11/21/2023,16:22:19;599,84.139664,69630,84.881226,85.170746,0.141806,0.141806,,,,,,,,
Data,11/21/2023,16:22:19;609,85.042747,69640,84.784378,85.170746,0.141806,0.141806,,,,,,,,
Data,11/21/2023,16:22:19;619,86.062607,69651,84.916077,85.170746,0.141806,0.141806,,,,,,,,
Data,11/21/2023,16:22:19;629,87.201981,69660,85.51902,85.170746,0.141806,0.141806,,,,,,,,
Data,11/21/2023,16:22:19;639,88.14798,69671,86.094254,85.170746,0.141806,0.141806,,,,,,,,
Data,11/21/2023,16:22:19;649,89.31958,69680,86.67791,85.170746,0.141806,0.141806,,,,,,,,
Data,11/21/2023,16:22:19;659,90.291969,69690,87.234756,85.170746,0.141806,0.141806,,,,,,,,
Data,11/21/2023,16:22:19;669,91.3862,69700,87.782768,85.170746,0.141806,0.141806,,,,,,,,
Data,11/21/2023,16:22:19;679,92.492355,69710,88.338799,85.17984,0.14185,0.14185,,,,,,,,
Data,11/21/2023,16:22:19;689,93.613632,69722,88.869278,85.17984,0.14185,0.14185,,,,,,,,
Data,11/21/2023,16:22:19;699,94.975113,69730,89.264236,85.17984,0.14185,0.14185,,,,,,,,
Data,11/21/2023,16:22:19;709,95.893692,69740,89.345657,85.17984,0.14185,0.14185,,,,,,,,
Data,11/21/2023,16:22:19;719,97.051628,69750,89.428268,85.17984,0.14185,0.14185,,,,,,,,
Data,11/21/2023,16:22:19;729,98.221268,69760,89.509529,85.17984,0.14185,0.14185,,,,,,,,
Data,11/21/2023,16:22:19;739,99.403152,69771,89.587059,85.17984,0.14185,0.14185,,,,,,,,
Data,11/21/2023,16:22:19;749,100.715202,69780,89.663361,85.17984,0.14185,0.14185,,,,,,,,
Data,11/21/2023,16:22:19;759,101.797195,69790,89.740768,85.17984,0.14185,0.14185,,,,,,,,
Data,11/21/2023,16:22:19;769,103.010437,69800,89.816917,85.17984,0.14185,0.14185,,,,,,,,
Data,11/21/2023,16:22:19;779,104.232285,69811,90.150665,85.193604,0.145853,0.145853,,,,,,,,
Data,11/21/2023,16:22:19;789,105.586372,69822,91.036079,85.193604,0.145853,0.145853,,,,,,,,
Data,11/21/2023,16:22:19;799,106.95195,69830,91.880836,85.193604,0.145853,0.145853,,,,,,,,
Data,11/21/2023,16:22:19;809,107.951996,69840,92.737961,85.193604,0.145853,0.145853,,,,,,,,
Data,11/21/2023,16:22:19;819,109.207817,69850,93.55571,85.193604,0.145853,0.145853,,,,,,,,
Data,11/21/2023,16:22:19;829,110.471024,69860,94.385406,85.193604,0.145853,0.145853,,,,,,,,
Data,11/21/2023,16:22:19;839,111.742195,69872,95.177002,85.193604,0.145853,0.145853,,,,,,,,
Data,11/21/2023,16:22:19;849,113.274887,69880,95.980164,85.193604,0.145853,0.145853,,,,,,,,
Data,11/21/2023,16:22:19;859,114.301483,69890,96.585564,85.193604,0.145853,0.145853,,,,,,,,
Data,11/21/2023,16:22:19;869,115.590759,69900,96.8629,85.193604,0.145853,0.145853,,,,,,,,
Data,11/21/2023,16:22:19;879,116.884109,69910,97.127495,85.197021,0.153466,0.153466,,,,,,,,
Data,11/21/2023,16:22:19;889,118.183174,69921,97.395966,85.197021,0.153466,0.153466,,,,,,,,
Data,11/21/2023,16:22:19;899,119.615295,69930,97.652107,85.197021,0.153466,0.153466,,,,,,,,
Data,11/21/2023,16:22:19;909,120.791336,69940,97.904175,85.197021,0.153466,0.153466,,,,,,,,
Data,11/21/2023,16:22:19;919,122.101608,69950,98.159912,85.197021,0.153466,0.153466,,,,,,,,
Data,11/21/2023,16:22:19;929,123.412575,69960,98.411491,85.197021,0.153466,0.153466,,,,,,,,
Data,11/21/2023,16:22:19;939,124.727997,69972,98.832108,85.197021,0.153466,0.153466,,,,,,,,
Data,11/21/2023,16:22:19;949,126.307663,69980,99.612961,85.197021,0.153466,0.153466,,,,,,,,
Data,11/21/2023,16:22:19;959,127.362938,69990,100.40522,85.197021,0.153466,0.153466,,,,,,,,
Data,11/21/2023,16:22:19;969,128.681519,70000,101.184525,85.197021,0.153466,0.153466,,,,,,,,
Data,11/21/2023,16:22:19;979,130.000565,70010,101.928024,85.208374,0.162659,0.162659,,,,,,,,
Data,11/21/2023,16:22:19;989,131.320663,70021,102.682388,85.208374,0.162659,0.162659,,,,,,,,
Data,11/21/2023,16:22:19;999,132.771591,70030,103.402115,85.208374,0.162659,0.162659,,,,,,,,
Data,11/21/2023,16:22:20;009,133.956879,70041,104.11042,85.208374,0.162659,0.162659,,,,,,,,
Data,11/21/2023,16:22:20;019,135.405182,70050,104.781853,85.208374,0.162659,0.162659,,,,,,,,
Data,11/21/2023,16:22:20;029,136.588531,70060,105.341904,85.208374,0.162659,0.162659,,,,,,,,
Data,11/21/2023,16:22:20;039,137.900558,70072,105.876244,85.208374,0.162659,0.162659,,,,,,,,
Data,11/21/2023,16:22:20;049,139.471237,70080,106.402092,85.208374,0.162659,0.162659,,,,,,,,
Data,11/21/2023,16:22:20;059,140.516769,70090,106.935638,85.208374,0.162659,0.162659,,,,,,,,
Data,11/21/2023,16:22:20;069,141.81897,70100,107.444672,85.208374,0.162659,0.162659,,,,,,,,
Data,11/21/2023,16:22:20;079,143.116989,70111,107.961143,85.213928,0.175283,0.175283,,,,,,,,
Data,11/21/2023,16:22:20;089,144.539917,70121,108.453941,85.213928,0.175283,0.175283,,,,,,,,
Data,11/21/2023,16:22:20;099,145.828644,70130,109.02388,85.213928,0.175283,0.175283,,,,,,,,
Data,11/21/2023,16:22:20;109,146.982254,70140,109.711754,85.213928,0.175283,0.175283,,,,,,,,
Data,11/21/2023,16:22:20;119,148.259918,70150,110.409683,85.213928,0.175283,0.175283,,,,,,,,
Data,11/21/2023,16:22:20;129,149.530045,70160,111.096191,85.213928,0.175283,0.175283,,,,,,,,
Data,11/21/2023,16:22:20;139,150.794266,70171,111.751152,85.213928,0.175283,0.175283,,,,,,,,
Data,11/21/2023,16:22:20;149,152.174728,70180,112.395721,85.213928,0.175283,0.175283,,,,,,,,
Data,11/21/2023,16:22:20;159,153.29805,70190,113.049721,85.213928,0.175283,0.175283,,,,,,,,
Data,11/21/2023,16:22:20;169,154.538757,70200,113.693024,85.213928,0.175283,0.175283,,,,,,,,
Data,11/21/2023,16:22:20;179,155.768753,70211,114.331223,85.216217,0.183115,0.183115,,,,,,,,
Data,11/21/2023,16:22:20;189,157.112747,70221,115.029968,85.216217,0.183115,0.183115,,,,,,,,
Data,11/21/2023,16:22:20;199,158.324997,70230,115.696625,85.216217,0.183115,0.183115,,,,,,,,
Data,11/21/2023,16:22:20;209,159.407028,70240,116.352715,85.216217,0.183115,0.183115,,,,,,,,
Data,11/21/2023,16:22:20;219,160.598816,70250,117.018394,85.216217,0.183115,0.183115,,,,,,,,
Data,11/21/2023,16:22:20;229,161.779724,70260,117.653488,85.216217,0.183115,0.183115,,,,,,,,
Data,11/21/2023,16:22:20;239,162.950302,70271,118.297874,85.216217,0.183115,0.183115,,,,,,,,
Data,11/21/2023,16:22:20;249,164.223816,70280,118.912651,85.216217,0.183115,0.183115,,,,,,,,
Data,11/21/2023,16:22:20;259,165.254028,70290,119.581497,85.216217,0.183115,0.183115,,,,,,,,
Data,11/21/2023,16:22:20;269,166.388229,70300,120.335236,85.216217,0.183115,0.183115,,,,,,,,
Data,11/21/2023,16:22:20;279,167.508591,70310,121.054306,85.225952,0.195262,0.195262,,,,,,,,
Data,11/21/2023,16:22:20;289,168.615631,70321,121.761963,85.225952,0.195262,0.195262,,,,,,,,
Data,11/21/2023,16:22:20;299,169.817947,70330,122.47998,85.225952,0.195262,0.195262,,,,,,,,
Data,11/21/2023,16:22:20;309,170.789032,70340,123.165016,85.225952,0.195262,0.195262,,,,,,,,
Data,11/21/2023,16:22:20;319,171.85376,70350,123.860062,85.225952,0.195262,0.195262,,,,,,,,
Data,11/21/2023,16:22:20;329,172.903625,70360,124.523193,85.225952,0.195262,0.195262,,,,,,,,
Data,11/21/2023,16:22:20;339,173.939087,70372,125.199615,85.225952,0.195262,0.195262,,,,,,,,
Data,11/21/2023,16:22:20;349,175.160828,70380,125.852364,85.225952,0.195262,0.195262,,,,,,,,
Data,11/21/2023,16:22:20;359,175.961151,70390,126.514671,85.225952,0.195262,0.195262,,,,,,,,
Data,11/21/2023,16:22:20;369,176.948669,70400,127.166138,85.225952,0.195262,0.195262,,,,,,,,
Data,11/21/2023,16:22:20;379,177.918716,70411,127.787682,85.248077,0.203902,0.203902,,,,,,,,
Data,11/21/2023,16:22:20;389,178.966492,70424,128.399399,85.248077,0.203902,0.203902,,,,,,,,
Data,11/21/2023,16:22:20;399,180.17749,70430,129.020035,85.248077,0.203902,0.203902,,,,,,,,
Data,11/21/2023,16:22:20;409,180.726135,70440,129.612152,85.248077,0.203902,0.203902,,,,,,,,
Data,11/21/2023,16:22:20;419,181.626816,70450,130.234192,85.248077,0.203902,0.203902,,,,,,,,
Data,11/21/2023,16:22:20;429,182.507721,70460,130.871475,85.248077,0.203902,0.203902,,,,,,,,
Data,11/21/2023,16:22:20;439,183.371384,70472,131.518082,85.248077,0.203902,0.203902,,,,,,,,
Data,11/21/2023,16:22:20;449,184.382568,70480,132.134995,85.248077,0.203902,0.203902,,,,,,,,
Data,11/21/2023,16:22:20;459,185.040817,70490,132.760925,85.248077,0.203902,0.203902,,,,,,,,
Data,11/21/2023,16:22:20;469,185.846008,70500,133.358109,85.248077,0.203902,0.203902,,,,,,,,
Data,11/21/2023,16:22:20;479,186.631378,70510,133.964005,85.250183,0.207261,0.207261,,,,,,,,
Data,11/21/2023,16:22:20;489,187.397247,70523,134.542099,85.250183,0.207261,0.207261,,,,,,,,
Data,11/21/2023,16:22:20;499,188.361832,70530,135.139008,85.250183,0.207261,0.207261,,,,,,,,
Data,11/21/2023,16:22:20;509,188.866302,70540,135.748245,85.250183,0.207261,0.207261,,,,,,,,
Data,11/21/2023,16:22:20;519,189.570175,70550,136.329498,85.250183,0.207261,0.207261,,,,,,,,
Data,11/21/2023,16:22:20;529,190.252304,70560,136.91925,85.250183,0.207261,0.207261,,,,,,,,
Data,11/21/2023,16:22:20;539,190.913055,70572,137.499344,85.250183,0.207261,0.207261,,,,,,,,
Data,11/21/2023,16:22:20;549,191.677856,70580,138.052795,85.250183,0.207261,0.207261,,,,,,,,
Data,11/21/2023,16:22:20;559,192.169891,70590,138.597473,85.250183,0.207261,0.207261,,,,,,,,
Data,11/21/2023,16:22:20;569,192.765045,70600,139.150101,85.250183,0.207261,0.207261,,,,,,,,
Data,11/21/2023,16:22:20;579,193.338379,70610,139.657516,85.246765,0.210376,0.210376,,,,,,,,
Data,11/21/2023,16:22:20;589,193.888733,70621,140.130859,85.246765,0.210376,0.210376,,,,,,,,
Data,11/21/2023,16:22:20;599,194.468109,70631,140.582458,85.246765,0.210376,0.210376,,,,,,,,
Data,11/21/2023,16:22:20;609,194.970612,70640,141.04068,85.246765,0.210376,0.210376,,,,,,,,
Data,11/21/2023,16:22:20;619,195.40332,70652,141.477844,85.246765,0.210376,0.210376,,,,,,,,
Data,11/21/2023,16:22:20;629,195.950714,70660,141.921402,85.246765,0.210376,0.210376,,,,,,,,
Data,11/21/2023,16:22:20;639,196.297272,70672,142.344574,85.246765,0.210376,0.210376,,,,,,,,
Data,11/21/2023,16:22:20;649,196.788269,70680,142.773956,85.246765,0.210376,0.210376,,,,,,,,
Data,11/21/2023,16:22:20;659,197.096664,70690,143.173691,85.246765,0.210376,0.210376,,,,,,,,
Data,11/21/2023,16:22:20;669,197.460983,70700,143.558517,85.246765,0.210376,0.210376,,,,,,,,
Data,11/21/2023,16:22:20;679,197.801025,70710,143.925659,85.252502,0.213793,0.213793,,,,,,,,
Data,11/21/2023,16:22:20;689,198.117004,70721,144.298187,85.252502,0.213793,0.213793,,,,,,,,
Data,11/21/2023,16:22:20;699,198.436768,70730,144.65361,85.252502,0.213793,0.213793,,,,,,,,
Data,11/21/2023,16:22:20;709,198.676514,70740,145.014236,85.252502,0.213793,0.213793,,,,,,,,
Data,11/21/2023,16:22:20;719,198.919586,70750,145.358292,85.252502,0.213793,0.213793,,,,,,,,
Data,11/21/2023,16:22:20;729,199.138382,70760,145.707367,85.252502,0.213793,0.213793,,,,,,,,
Data,11/21/2023,16:22:20;739,199.332428,70773,146.068878,85.252502,0.213793,0.213793,,,,,,,,
Data,11/21/2023,16:22:20;749,199.547928,70780,146.495255,85.252502,0.213793,0.213793,,,,,,,,
Data,11/21/2023,16:22:20;759,199.646606,70790,146.902039,85.252502,0.213793,0.213793,,,,,,,,
Data,11/21/2023,16:22:20;769,199.766693,70800,147.314774,85.252502,0.213793,0.213793,,,,,,,,
Data,11/21/2023,16:22:20;779,199.861969,70810,147.708527,85.259857,0.205071,0.205071,,,,,,,,
Data,11/21/2023,16:22:20;789,199.932312,70822,148.108047,85.259857,0.205071,0.205071,,,,,,,,
Data,11/21/2023,16:22:20;799,199.984039,70830,148.489243,85.259857,0.205071,0.205071,,,,,,,,
Data,11/21/2023,16:22:20;809,199.998627,70840,148.875992,85.259857,0.205071,0.205071,,,,,,,,
Data,11/21/2023,16:22:20;819,199.994476,70850,149.253464,85.259857,0.205071,0.205071,,,,,,,,
Data,11/21/2023,16:22:20;829,199.965424,70860,149.654175,85.259857,0.205071,0.205071,,,,,,,,
Data,11/21/2023,16:22:20;839,199.91156,70872,150.036484,85.259857,0.205071,0.205071,,,,,,,,
Data,11/21/2023,16:22:20;849,199.814056,70880,150.424408,85.259857,0.205071,0.205071,,,,,,,,
Data,11/21/2023,16:22:20;859,199.729355,70890,150.805969,85.259857,0.205071,0.205071,,,,,,,,
Data,11/21/2023,16:22:20;869,199.600983,70900,151.181274,85.259857,0.205071,0.205071,,,,,,,,
Data,11/21/2023,16:22:20;879,199.447845,70910,151.539352,85.258789,0.19714,0.19714,,,,,,,,
Data,11/21/2023,16:22:20;889,199.270172,70921,151.902664,85.258789,0.19714,0.19714,,,,,,,,
Data,11/21/2023,16:22:20;899,199.046417,70930,152.232178,85.258789,0.19714,0.19714,,,,,,,,
Data,11/21/2023,16:22:20;909,198.841095,70940,152.530701,85.258789,0.19714,0.19714,,,,,,,,
Data,11/21/2023,16:22:20;919,198.58963,70950,152.815521,85.258789,0.19714,0.19714,,,,,,,,
Data,11/21/2023,16:22:20;929,198.314011,70960,153.104492,85.258789,0.19714,0.19714,,,,,,,,
Data,11/21/2023,16:22:20;939,198.01413,70972,153.380188,85.258789,0.19714,0.19714,,,,,,,,
Data,11/21/2023,16:22:20;949,197.622131,70980,153.659912,85.258789,0.19714,0.19714,,,,,,,,
Data,11/21/2023,16:22:20;959,197.341736,70990,153.926804,85.258789,0.19714,0.19714,,,,,,,,
Data,11/21/2023,16:22:20;969,196.969727,71000,154.197601,85.258789,0.19714,0.19714,,,,,,,,
Data,11/21/2023,16:22:20;979,196.573608,71010,154.4702,85.268524,0.189227,0.189227,,,,,,,,
Data,11/21/2023,16:22:20;989,196.154144,71022,154.77655,85.268524,0.189227,0.189227,,,,,,,,
Data,11/21/2023,16:22:20;999,195.619446,71030,155.068832,85.268524,0.189227,0.189227,,,,,,,,
Data,11/21/2023,16:22:21;009,195.244553,71040,155.365387,85.268524,0.189227,0.189227,,,,,,,,
Data,11/21/2023,16:22:21;019,194.755096,71050,155.657104,85.268524,0.189227,0.189227,,,,,,,,
Data,11/21/2023,16:22:21;029,194.242218,71060,155.935425,85.268524,0.189227,0.189227,,,,,,,,
Data,11/21/2023,16:22:21;039,193.707367,71071,156.217804,85.268524,0.189227,0.189227,,,,,,,,
Data,11/21/2023,16:22:21;049,193.092209,71080,156.487213,85.268524,0.189227,0.189227,,,,,,,,
Data,11/21/2023,16:22:21;059,192.568192,71090,156.758957,85.268524,0.189227,0.189227,,,,,,,,
Data,11/21/2023,16:22:21;069,191.966125,71100,157.014923,85.268524,0.189227,0.189227,,,,,,,,
Data,11/21/2023,16:22:21;079,191.341034,71110,157.274643,85.27594,0.174737,0.174737,,,,,,,,
Data,11/21/2023,16:22:21;089,190.694672,71121,157.530121,85.27594,0.174737,0.174737,,,,,,,,
Data,11/21/2023,16:22:21;099,189.958527,71130,157.773895,85.27594,0.174737,0.174737,,,,,,,,
Data,11/21/2023,16:22:21;109,189.336975,71140,158.013763,85.27594,0.174737,0.174737,,,,,,,,
Data,11/21/2023,16:22:21;119,188.626648,71150,158.257126,85.27594,0.174737,0.174737,,,,,,,,
Data,11/21/2023,16:22:21;129,187.894913,71160,158.496536,85.27594,0.174737,0.174737,,,,,,,,
Data,11/21/2023,16:22:21;139,187.143204,71171,158.6987,85.27594,0.174737,0.174737,,,,,,,,
Data,11/21/2023,16:22:21;149,186.293213,71180,158.848938,85.27594,0.174737,0.174737,,,,,,,,
Data,11/21/2023,16:22:21;159,185.578522,71191,158.992279,85.27594,0.174737,0.174737,,,,,,,,
Data,11/21/2023,16:22:21;169,184.684174,71200,159.133362,85.27594,0.174737,0.174737,,,,,,,,
Data,11/21/2023,16:22:21;179,183.935532,71210,159.276505,85.280365,0.165253,0.165253,,,,,,,,
Data,11/21/2023,16:22:21;189,183.085159,71221,159.413055,85.280365,0.165253,0.165253,,,,,,,,
Data,11/21/2023,16:22:21;199,182.127625,71230,159.55159,85.280365,0.165253,0.165253,,,,,,,,
Data,11/21/2023,16:22:21;209,181.326706,71240,159.683792,85.280365,0.165253,0.165253,,,,,,,,
Data,11/21/2023,16:22:21;219,180.421417,71250,159.78653,85.280365,0.165253,0.165253,,,,,,,,
Data,11/21/2023,16:22:21;229,179.49675,71260,159.820007,85.280365,0.165253,0.165253,,,,,,,,
Data,11/21/2023,16:22:21;239,178.555237,71273,159.853989,85.280365,0.165253,0.165253,,,,,,,,
Data,11/21/2023,16:22:21;249,177.305161,71280,159.886414,85.280365,0.165253,0.165253,,,,,,,,
Data,11/21/2023,16:22:21;259,176.620041,71290,159.919312,85.280365,0.165253,0.165253,,,,,,,,
Data,11/21/2023,16:22:21;269,175.627823,71300,159.950699,85.280365,0.165253,0.165253,,,,,,,,
Data,11/21/2023,16:22:21;279,174.618576,71310,159.982544,85.278351,0.160309,0.160309,,,,,,,,
Data,11/21/2023,16:22:21;289,173.595139,71321,160.012924,85.278351,0.160309,0.160309,,,,,,,,
Data,11/21/2023,16:22:21;299,172.449295,71330,160.01413,85.278351,0.160309,0.160309,,,,,,,,
Data,11/21/2023,16:22:21;309,171.49881,71340,159.954361,85.278351,0.160309,0.160309,,,,,,,,
Data,11/21/2023,16:22:21;319,170.430054,71350,159.893723,85.278351,0.160309,0.160309,,,,,,,,
Data,11/21/2023,16:22:21;329,169.345215,71360,159.834076,85.278351,0.160309,0.160309,,,,,,,,
Data,11/21/2023,16:22:21;339,168.247253,71373,159.777176,85.278351,0.160309,0.160309,,,,,,,,
Data,11/21/2023,16:22:21;349,166.799225,71380,159.721191,85.278351,0.160309,0.160309,,,,,,,,
Data,11/21/2023,16:22:21;359,166.010086,71390,159.664383,85.278351,0.160309,0.160309,,,,,,,,
Data,11/21/2023,16:22:21;369,164.872574,71400,159.608505,85.278351,0.160309,0.160309,,,,,,,,
Data,11/21/2023,16:22:21;379,163.721741,71410,159.574524,85.278168,0.157731,0.157731,,,,,,,,
Data,11/21/2023,16:22:21;389,162.559845,71421,159.580383,85.278168,0.157731,0.157731,,,,,,,,
Data,11/21/2023,16:22:21;399,161.26796,71430,159.586426,85.278168,0.157731,0.157731,,,,,,,,
Data,11/21/2023,16:22:21;409,160.200851,71440,159.592255,85.278168,0.157731,0.157731,,,,,,,,
Data,11/21/2023,16:22:21;419,159.005524,71450,159.597794,85.278168,0.157731,0.157731,,,,,,,,
Data,11/21/2023,16:22:21;429,157.799896,71460,159.603333,85.278168,0.157731,0.157731,,,,,,,,
Data,11/21/2023,16:22:21;439,156.583405,71472,159.608704,85.278168,0.157731,0.157731,,,,,,,,
Data,11/21/2023,16:22:21;449,155.112366,71480,159.614075,85.278168,0.157731,0.157731,,,,,,,,
Data,11/21/2023,16:22:21;459,154.123505,71490,159.607437,85.278168,0.157731,0.157731,,,,,,,,
Data,11/21/2023,16:22:21;469,152.881989,71500,159.574966,85.278168,0.157731,0.157731,,,,,,,,
Data,11/21/2023,16:22:21;479,151.630325,71511,159.543976,85.266693,0.160053,0.160053,,,,,,,,
Data,11/21/2023,16:22:21;489,150.245255,71521,159.513489,85.266693,0.160053,0.160053,,,,,,,,
Data,11/21/2023,16:22:21;499,148.977951,71530,159.482544,85.266693,0.160053,0.160053,,,,,,,,
Data,11/21/2023,16:22:21;509,147.833054,71540,159.453033,85.266693,0.160053,0.160053,,,,,,,,
Data,11/21/2023,16:22:21;519,146.554352,71550,159.42308,85.266693,0.160053,0.160053,,,,,,,,
Data,11/21/2023,16:22:21;529,145.268753,71561,159.394501,85.266693,0.160053,0.160053,,,,,,,,
Data,11/21/2023,16:22:21;539,143.850006,71571,159.258392,85.266693,0.160053,0.160053,,,,,,,,
Data,11/21/2023,16:22:21;549,142.553528,71580,158.907806,85.266693,0.160053,0.160053,,,,,,,,
Data,11/21/2023,16:22:21;559,141.383286,71590,158.552094,85.266693,0.160053,0.160053,,,,,,,,
Data,11/21/2023,16:22:21;569,140.080826,71600,158.212723,85.266693,0.160053,0.160053,,,,,,,,
Data,11/21/2023,16:22:21;579,138.77269,71610,157.868393,85.267456,0.166332,0.166332,,,,,,,,
Data,11/21/2023,16:22:21;589,137.461426,71623,157.529678,85.267456,0.166332,0.166332,,,,,,,,
Data,11/21/2023,16:22:21;599,135.753738,71630,157.206512,85.267456,0.166332,0.166332,,,,,,,,
Data,11/21/2023,16:22:21;609,134.833527,71640,156.878647,85.267456,0.166332,0.166332,,,,,,,,
Data,11/21/2023,16:22:21;619,133.516785,71650,156.5383,85.267456,0.166332,0.166332,,,,,,,,
Data,11/21/2023,16:22:21;629,132.197708,71660,156.104965,85.267456,0.166332,0.166332,,,,,,,,
Data,11/21/2023,16:22:21;639,130.877853,71672,155.691544,85.267456,0.166332,0.166332,,,,,,,,
Data,11/21/2023,16:22:21;649,129.296005,71680,155.272079,85.267456,0.166332,0.166332,,,,,,,,
