Controller Name:,New_Controller2095709328,,,,,,,,,,,,,
Trend Name:,testtrend,,,,,,,,,,,,,
Trend Tags:,5,,,,,,,,,,,,,
Sample Period:,10 ms,,,,,,,,,,,,,
Description:,,,,,,,,,,,,,,
Start Trigger:,No Trigger,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Stop Trigger:,No Trigger,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Start Time:,11/21/2023,16:01:29;739,,,,,,,,,,,,
Stop Time:,11/21/2023,16:07:33;819,,,,,,,,,,,,
Pre-Samples:,0,,,,,,,,,,,,,
Post-Samples:,0,,,,,,,,,,,,,
Header:,Date,Time,sinusoidal_wave,time,Measured_rpm_Filtered,Temperature,Diameter,Setpoint,,,,,,
Data,11/21/2023,16:04:40;689,70,0,78.424103,84.798859,0.232494,0.232494,,,,,,
Data,11/21/2023,16:04:40;699,70,0,78.630257,84.801208,0.231706,0.231706,,,,,,
Data,11/21/2023,16:04:40;709,70,0,78.826935,84.801208,0.231706,0.231706,,,,,,
Data,11/21/2023,16:04:40;719,70,0,79.020493,84.801208,0.231706,0.231706,,,,,,
Data,11/21/2023,16:04:40;729,70,0,79.216888,84.801208,0.231706,0.231706,,,,,,
Data,11/21/2023,16:04:40;739,70,0,79.404266,84.801208,0.231706,0.231706,,,,,,
Data,11/21/2023,16:04:40;749,70,0,79.594376,84.801208,0.231706,0.231706,,,,,,
Data,11/21/2023,16:04:40;759,70,0,79.571976,84.801208,0.231706,0.231706,,,,,,
Data,11/21/2023,16:04:40;769,70,0,79.473854,84.801208,0.231706,0.231706,,,,,,
Data,11/21/2023,16:04:40;779,70,0,79.380249,84.801208,0.231706,0.231706,,,,,,
Data,11/21/2023,16:04:40;789,70,0,79.285271,84.801208,0.231706,0.231706,,,,,,
Data,11/21/2023,16:04:40;799,70,0,79.191849,84.793823,0.232152,0.232152,,,,,,
Data,11/21/2023,16:04:40;809,70,0,79.102715,84.793823,0.232152,0.232152,,,,,,
Data,11/21/2023,16:04:40;819,70,0,79.014992,84.793823,0.232152,0.232152,,,,,,
Data,11/21/2023,16:04:40;829,70,0,78.925995,84.793823,0.232152,0.232152,,,,,,
Data,11/21/2023,16:04:40;839,70,0,78.830208,84.793823,0.232152,0.232152,,,,,,
Data,11/21/2023,16:04:40;849,70,0,78.728996,84.793823,0.232152,0.232152,,,,,,
Data,11/21/2023,16:04:40;859,70,0,78.632439,84.793823,0.232152,0.232152,,,,,,
Data,11/21/2023,16:04:40;869,70,0,78.534462,84.793823,0.232152,0.232152,,,,,,
Data,11/21/2023,16:04:40;879,70,0,78.440994,84.793823,0.232152,0.232152,,,,,,
Data,11/21/2023,16:04:40;889,70,0,78.346146,84.793823,0.232152,0.232152,,,,,,
Data,11/21/2023,16:04:40;899,70,0,78.247253,84.804169,0.228409,0.228409,,,,,,
Data,11/21/2023,16:04:40;909,70,0,78.163857,84.804169,0.228409,0.228409,,,,,,
Data,11/21/2023,16:04:40;919,70,0,78.136154,84.804169,0.228409,0.228409,,,,,,
Data,11/21/2023,16:04:40;929,70,0,78.130203,84.804169,0.228409,0.228409,,,,,,
Data,11/21/2023,16:04:40;939,70,0,78.124588,84.804169,0.228409,0.228409,,,,,,
Data,11/21/2023,16:04:40;949,70,0,78.118797,84.804169,0.228409,0.228409,,,,,,
Data,11/21/2023,16:04:40;959,70,0,78.11335,84.804169,0.228409,0.228409,,,,,,
Data,11/21/2023,16:04:40;969,70,0,78.107811,84.804169,0.228409,0.228409,,,,,,
Data,11/21/2023,16:04:40;979,70,0,78.10244,84.804169,0.228409,0.228409,,,,,,
Data,11/21/2023,16:04:40;989,70,0,78.097122,84.804169,0.228409,0.228409,,,,,,
Data,11/21/2023,16:04:40;999,70,0,77.999207,84.809967,0.22624,0.22624,,,,,,
Data,11/21/2023,16:04:41;009,70,0,77.905678,84.809967,0.22624,0.22624,,,,,,
Data,11/21/2023,16:04:41;019,70,0,77.800385,84.809967,0.22624,0.22624,,,,,,
Data,11/21/2023,16:04:41;029,70,0,77.69355,84.809967,0.22624,0.22624,,,,,,
Data,11/21/2023,16:04:41;039,70,0,77.591621,84.809967,0.22624,0.22624,,,,,,
Data,11/21/2023,16:04:41;049,70,0,77.481987,84.809967,0.22624,0.22624,,,,,,
Data,11/21/2023,16:04:41;059,70,0,77.389542,84.809967,0.22624,0.22624,,,,,,
Data,11/21/2023,16:04:41;069,70,0,77.289436,84.809967,0.22624,0.22624,,,,,,
Data,11/21/2023,16:04:41;079,70,0,77.458496,84.809967,0.22624,0.22624,,,,,,
Data,11/21/2023,16:04:41;089,70,0,77.727913,84.809967,0.22624,0.22624,,,,,,
Data,11/21/2023,16:04:41;099,70,0,78.024734,84.801483,0.226152,0.226152,,,,,,
Data,11/21/2023,16:04:41;109,70,0,78.245743,84.801483,0.226152,0.226152,,,,,,
Data,11/21/2023,16:04:41;119,70,0,78.494545,84.801483,0.226152,0.226152,,,,,,
Data,11/21/2023,16:04:41;129,70,0,78.747009,84.801483,0.226152,0.226152,,,,,,
Data,11/21/2023,16:04:41;139,70,0,78.987854,84.801483,0.226152,0.226152,,,,,,
Data,11/21/2023,16:04:41;149,70,0,79.246918,84.801483,0.226152,0.226152,,,,,,
Data,11/21/2023,16:04:41;159,70,0,79.316528,84.801483,0.226152,0.226152,,,,,,
Data,11/21/2023,16:04:41;169,70,0,79.346977,84.801483,0.226152,0.226152,,,,,,
Data,11/21/2023,16:04:41;179,70,0,79.376022,84.801483,0.226152,0.226152,,,,,,
Data,11/21/2023,16:04:41;189,70,0,79.405495,84.801483,0.226152,0.226152,,,,,,
Data,11/21/2023,16:04:41;199,70,0,79.435356,84.804779,0.228393,0.228393,,,,,,
Data,11/21/2023,16:04:41;209,70,0,79.462151,84.804779,0.228393,0.228393,,,,,,
Data,11/21/2023,16:04:41;219,70,0,79.489372,84.804779,0.228393,0.228393,,,,,,
Data,11/21/2023,16:04:41;229,70,0,79.516983,84.804779,0.228393,0.228393,,,,,,
Data,11/21/2023,16:04:41;239,70,0,79.36808,84.804779,0.228393,0.228393,,,,,,
Data,11/21/2023,16:04:41;249,70,0,79.145683,84.804779,0.228393,0.228393,,,,,,
Data,11/21/2023,16:04:41;259,70,0,78.946175,84.804779,0.228393,0.228393,,,,,,
Data,11/21/2023,16:04:41;269,70,0,78.737167,84.804779,0.228393,0.228393,,,,,,
Data,11/21/2023,16:04:41;279,70,0,78.537766,84.804779,0.228393,0.228393,,,,,,
Data,11/21/2023,16:04:41;289,70,0,78.335442,84.804779,0.228393,0.228393,,,,,,
Data,11/21/2023,16:04:41;299,70,0,78.130447,84.805542,0.228827,0.228827,,,,,,
Data,11/21/2023,16:04:41;309,70,0,77.952446,84.805542,0.228827,0.228827,,,,,,
Data,11/21/2023,16:04:41;319,70,0,78.047447,84.805542,0.228827,0.228827,,,,,,
Data,11/21/2023,16:04:41;329,70,0,78.249992,84.805542,0.228827,0.228827,,,,,,
Data,11/21/2023,16:04:41;339,70,0,78.455505,84.805542,0.228827,0.228827,,,,,,
Data,11/21/2023,16:04:41;349,70,0,78.657631,84.805542,0.228827,0.228827,,,,,,
Data,11/21/2023,16:04:41;359,70,0,78.850494,84.805542,0.228827,0.228827,,,,,,
Data,11/21/2023,16:04:41;369,70,0,79.040283,84.805542,0.228827,0.228827,,,,,,
Data,11/21/2023,16:04:41;379,70,0,79.232857,84.805542,0.228827,0.228827,,,,,,
Data,11/21/2023,16:04:41;389,70,0,79.416573,84.805542,0.228827,0.228827,,,,,,
Data,11/21/2023,16:04:41;399,70,0,79.29261,84.801666,0.229049,0.229049,,,,,,
Data,11/21/2023,16:04:41;409,70,0,79.053596,84.801666,0.229049,0.229049,,,,,,
Data,11/21/2023,16:04:41;419,70,0,78.811111,84.801666,0.229049,0.229049,,,,,,
Data,11/21/2023,16:04:41;429,70,0,78.579758,84.801666,0.229049,0.229049,,,,,,
Data,11/21/2023,16:04:41;439,70,0,78.345024,84.801666,0.229049,0.229049,,,,,,
Data,11/21/2023,16:04:41;449,70,0,78.121071,84.801666,0.229049,0.229049,,,,,,
Data,11/21/2023,16:04:41;459,70,0,77.893845,84.801666,0.229049,0.229049,,,,,,
Data,11/21/2023,16:04:41;469,70,0,77.677048,84.801666,0.229049,0.229049,,,,,,
Data,11/21/2023,16:04:41;479,70,0,77.790466,84.801666,0.229049,0.229049,,,,,,
Data,11/21/2023,16:04:41;489,70,0,78.028343,84.801666,0.229049,0.229049,,,,,,
Data,11/21/2023,16:04:41;499,70,0,78.291435,84.804688,0.2337,0.2337,,,,,,
Data,11/21/2023,16:04:41;509,70,0,78.499962,84.804688,0.2337,0.2337,,,,,,
Data,11/21/2023,16:04:41;519,70,0,78.733589,84.804688,0.2337,0.2337,,,,,,
Data,11/21/2023,16:04:41;529,70,0,78.95649,84.804688,0.2337,0.2337,,,,,,
Data,11/21/2023,16:04:41;539,70,0,79.182648,84.804688,0.2337,0.2337,,,,,,
Data,11/21/2023,16:04:41;549,70,0,79.398415,84.804688,0.2337,0.2337,,,,,,
Data,11/21/2023,16:04:41;559,70,0,79.31266,84.804688,0.2337,0.2337,,,,,,
Data,11/21/2023,16:04:41;569,70,0,79.11235,84.804688,0.2337,0.2337,,,,,,
Data,11/21/2023,16:04:41;579,70,0,78.909119,84.804688,0.2337,0.2337,,,,,,
Data,11/21/2023,16:04:41;589,70,0,78.715225,84.804688,0.2337,0.2337,,,,,,
Data,11/21/2023,16:04:41;599,70,0,78.518478,84.819427,0.233746,0.233746,,,,,,
Data,11/21/2023,16:04:41;609,70,0,78.33078,84.819427,0.233746,0.233746,,,,,,
Data,11/21/2023,16:04:41;619,70,0,78.140327,84.819427,0.233746,0.233746,,,,,,
Data,11/21/2023,16:04:41;629,70,0,77.958626,84.819427,0.233746,0.233746,,,,,,
Data,11/21/2023,16:04:41;639,70,0,78.115677,84.819427,0.233746,0.233746,,,,,,
Data,11/21/2023,16:04:41;649,70,0,78.3983,84.819427,0.233746,0.233746,,,,,,
Data,11/21/2023,16:04:41;659,70,0,78.685043,84.819427,0.233746,0.233746,,,,,,
Data,11/21/2023,16:04:41;669,70,0,78.958618,84.819427,0.233746,0.233746,,,,,,
Data,11/21/2023,16:04:41;679,70,0,79.236198,84.819427,0.233746,0.233746,,,,,,
Data,11/21/2023,16:04:41;689,70,0,79.50103,84.819427,0.233746,0.233746,,,,,,
Data,11/21/2023,16:04:41;699,70,0,79.769737,84.819366,0.235493,0.235493,,,,,,
Data,11/21/2023,16:04:41;709,70,0,80.0261,84.819366,0.235493,0.235493,,,,,,
Data,11/21/2023,16:04:41;719,70,0,80.032684,84.819366,0.235493,0.235493,,,,,,
Data,11/21/2023,16:04:41;729,70,0,79.940384,84.819366,0.235493,0.235493,,,,,,
Data,11/21/2023,16:04:41;739,70,0,79.846733,84.819366,0.235493,0.235493,,,,,,
Data,11/21/2023,16:04:41;749,70,0,79.757378,84.819366,0.235493,0.235493,,,,,,
Data,11/21/2023,16:04:41;759,70,0,79.666718,84.819366,0.235493,0.235493,,,,,,
Data,11/21/2023,16:04:41;769,70,0,79.580215,84.819366,0.235493,0.235493,,,,,,
Data,11/21/2023,16:04:41;779,70,0,79.492462,84.819366,0.235493,0.235493,,,,,,
Data,11/21/2023,16:04:41;789,70,0,79.408737,84.819366,0.235493,0.235493,,,,,,
Data,11/21/2023,16:04:41;799,70,0,79.303459,84.828735,0.236328,0.236328,,,,,,
Data,11/21/2023,16:04:41;809,70,0,79.195114,84.828735,0.236328,0.236328,,,,,,
Data,11/21/2023,16:04:41;819,70,0,79.085182,84.828735,0.236328,0.236328,,,,,,
Data,11/21/2023,16:04:41;829,70,0,78.980301,84.828735,0.236328,0.236328,,,,,,
Data,11/21/2023,16:04:41;839,70,0,78.873878,84.828735,0.236328,0.236328,,,,,,
Data,11/21/2023,16:04:41;849,70,0,78.769203,84.828735,0.236328,0.236328,,,,,,
Data,11/21/2023,16:04:41;859,70,0,78.669334,84.828735,0.236328,0.236328,,,,,,
Data,11/21/2023,16:04:41;869,70,0,78.571068,84.828735,0.236328,0.236328,,,,,,
Data,11/21/2023,16:04:41;879,70,0,78.632515,84.828735,0.236328,0.236328,,,,,,
Data,11/21/2023,16:04:41;889,70,0,78.753807,84.828735,0.236328,0.236328,,,,,,
Data,11/21/2023,16:04:41;899,70,0,78.876892,84.833282,0.240386,0.240386,,,,,,
Data,11/21/2023,16:04:41;909,70,0,78.994316,84.833282,0.240386,0.240386,,,,,,
Data,11/21/2023,16:04:41;919,70,0,79.113464,84.833282,0.240386,0.240386,,,,,,
Data,11/21/2023,16:04:41;929,70,0,79.227135,84.833282,0.240386,0.240386,,,,,,
Data,11/21/2023,16:04:41;939,70,0,79.342468,84.833282,0.240386,0.240386,,,,,,
Data,11/21/2023,16:04:41;949,70,0,79.45591,84.833282,0.240386,0.240386,,,,,,
Data,11/21/2023,16:04:41;959,70,0,79.235748,84.833282,0.240386,0.240386,,,,,,
Data,11/21/2023,16:04:41;969,70,0,78.901237,84.833282,0.240386,0.240386,,,,,,
Data,11/21/2023,16:04:41;979,70,0,78.561844,84.833282,0.240386,0.240386,,,,,,
Data,11/21/2023,16:04:41;989,70,0,78.238029,84.833282,0.240386,0.240386,,,,,,
Data,11/21/2023,16:04:41;999,70,0,77.909485,84.832367,0.241023,0.241023,,,,,,
Data,11/21/2023,16:04:42;009,70,0,77.596024,84.832367,0.241023,0.241023,,,,,,
Data,11/21/2023,16:04:42;019,70,0,77.277985,84.832367,0.241023,0.241023,,,,,,
Data,11/21/2023,16:04:42;029,70,0,76.974548,84.832367,0.241023,0.241023,,,,,,
Data,11/21/2023,16:04:42;039,70,0,77.116844,84.832367,0.241023,0.241023,,,,,,
Data,11/21/2023,16:04:42;049,70,0,77.437302,84.832367,0.241023,0.241023,,,,,,
Data,11/21/2023,16:04:42;059,70,0,77.743034,84.832367,0.241023,0.241023,,,,,,
Data,11/21/2023,16:04:42;069,70,0,78.043922,84.832367,0.241023,0.241023,,,,,,
Data,11/21/2023,16:04:42;079,70,0,78.349213,84.832367,0.241023,0.241023,,,,,,
Data,11/21/2023,16:04:42;089,70,0,78.64048,84.832367,0.241023,0.241023,,,,,,
Data,11/21/2023,16:04:42;099,70,0,78.936005,84.830963,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;109,70,0,79.217964,84.830963,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;119,70,0,79.254082,84.830963,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;129,70,0,79.191338,84.830963,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;139,70,0,79.127678,84.830963,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;149,70,0,79.061302,84.830963,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;159,70,0,79.005318,84.830963,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;169,70,0,78.946526,84.830963,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;179,70,0,78.886871,84.830963,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;189,70,0,78.829956,84.830963,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;199,70,0,78.818253,84.845947,0.243169,0.243169,,,,,,
Data,11/21/2023,16:04:42;209,70,0,78.824883,84.845947,0.243169,0.243169,,,,,,
Data,11/21/2023,16:04:42;219,70,0,78.83168,84.845947,0.243169,0.243169,,,,,,
Data,11/21/2023,16:04:42;229,70,0,78.838135,84.845947,0.243169,0.243169,,,,,,
Data,11/21/2023,16:04:42;239,70,0,78.844681,84.845947,0.243169,0.243169,,,,,,
Data,11/21/2023,16:04:42;249,70,0,78.851936,84.845947,0.243169,0.243169,,,,,,
Data,11/21/2023,16:04:42;259,70,0,78.857277,84.845947,0.243169,0.243169,,,,,,
Data,11/21/2023,16:04:42;269,70,0,78.86338,84.845947,0.243169,0.243169,,,,,,
Data,11/21/2023,16:04:42;279,70,0,78.638847,84.845947,0.243169,0.243169,,,,,,
Data,11/21/2023,16:04:42;289,70,0,78.334892,84.845947,0.243169,0.243169,,,,,,
Data,11/21/2023,16:04:42;299,70,0,77.998703,84.851501,0.244342,0.244342,,,,,,
Data,11/21/2023,16:04:42;309,70,0,77.732254,84.851501,0.244342,0.244342,,,,,,
Data,11/21/2023,16:04:42;319,70,0,77.433716,84.851501,0.244342,0.244342,,,,,,
Data,11/21/2023,16:04:42;329,70,0,77.14888,84.851501,0.244342,0.244342,,,,,,
Data,11/21/2023,16:04:42;339,70,0,76.859886,84.851501,0.244342,0.244342,,,,,,
Data,11/21/2023,16:04:42;349,70,0,76.541489,84.851501,0.244342,0.244342,,,,,,
Data,11/21/2023,16:04:42;359,70,0,76.919685,84.851501,0.244342,0.244342,,,,,,
Data,11/21/2023,16:04:42;369,70,0,77.47905,84.851501,0.244342,0.244342,,,,,,
Data,11/21/2023,16:04:42;379,70,0,78.046585,84.851501,0.244342,0.244342,,,,,,
Data,11/21/2023,16:04:42;389,70,0,78.588066,84.851501,0.244342,0.244342,,,,,,
Data,11/21/2023,16:04:42;399,70,0,79.186958,84.86496,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;409,70,0,79.661613,84.86496,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;419,70,0,80.193451,84.86496,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;429,70,0,80.700829,84.86496,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;439,70,0,80.935371,84.86496,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;449,70,0,81.060829,84.86496,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;459,70,0,81.166634,84.86496,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;469,70,0,81.277756,84.86496,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;479,70,0,81.390495,84.86496,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;489,70,0,81.498055,84.86496,0.243118,0.243118,,,,,,
Data,11/21/2023,16:04:42;499,70,0,81.610474,84.883362,0.244487,0.244487,,,,,,
Data,11/21/2023,16:04:42;509,70,0,81.711319,84.883362,0.244487,0.244487,,,,,,
Data,11/21/2023,16:04:42;519,70,0,81.572365,84.883362,0.244487,0.244487,,,,,,
Data,11/21/2023,16:04:42;529,70,0,81.344673,84.883362,0.244487,0.244487,,,,,,
Data,11/21/2023,16:04:42;539,70,0,81.11364,84.883362,0.244487,0.244487,,,,,,
Data,11/21/2023,16:04:42;549,70,0,80.87957,84.883362,0.244487,0.244487,,,,,,
Data,11/21/2023,16:04:42;559,70,0,80.669586,84.883362,0.244487,0.244487,,,,,,
Data,11/21/2023,16:04:42;569,70,0,80.456215,84.883362,0.244487,0.244487,,,,,,
Data,11/21/2023,16:04:42;579,70,0,80.246239,84.883362,0.244487,0.244487,,,,,,
Data,11/21/2023,16:04:42;589,70,0,80.033188,84.883362,0.244487,0.244487,,,,,,
Data,11/21/2023,16:04:42;599,70,0,80.220917,84.888855,0.245861,0.245861,,,,,,
Data,11/21/2023,16:04:42;609,70,0,80.532616,84.888855,0.245861,0.245861,,,,,,
Data,11/21/2023,16:04:42;619,70,0,80.839371,84.888855,0.245861,0.245861,,,,,,
Data,11/21/2023,16:04:42;629,70,0,81.150612,84.888855,0.245861,0.245861,,,,,,
Data,11/21/2023,16:04:42;639,70,0,81.447563,84.888855,0.245861,0.245861,,,,,,
Data,11/21/2023,16:04:42;649,70,0,81.74884,84.888855,0.245861,0.245861,,,,,,
Data,11/21/2023,16:04:42;659,70,0,82.036285,84.888855,0.245861,0.245861,,,,,,
Data,11/21/2023,16:04:42;669,70,0,82.327942,84.888855,0.245861,0.245861,,,,,,
Data,11/21/2023,16:04:42;679,70,0,82.224281,84.888855,0.245861,0.245861,,,,,,
Data,11/21/2023,16:04:42;689,70,0,81.977859,84.888855,0.245861,0.245861,,,,,,
Data,11/21/2023,16:04:42;699,70,0,81.742752,84.894501,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;709,70,0,81.504204,84.894501,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;719,70,0,81.276627,84.894501,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;729,70,0,81.045708,84.894501,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;739,70,0,80.825401,84.894501,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;749,70,0,80.581734,84.894501,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;759,70,0,80.59951,84.894501,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;769,70,0,80.675148,84.894501,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;779,70,0,80.747314,84.894501,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;789,70,0,80.820549,84.894501,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;799,70,0,80.890388,84.908936,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;809,70,0,80.959145,84.908936,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;819,70,0,81.028893,84.908936,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;829,70,0,81.095444,84.908936,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;839,70,0,80.843475,84.908936,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;849,70,0,80.478851,84.908936,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;859,70,0,80.108879,84.908936,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;869,70,0,79.755905,84.908936,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;879,70,0,79.397774,84.908936,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;889,70,0,79.056091,84.908936,0.247161,0.247161,,,,,,
Data,11/21/2023,16:04:42;899,70,0,78.709412,84.914825,0.247149,0.247149,,,,,,
Data,11/21/2023,16:04:42;909,70,0,78.378654,84.914825,0.247149,0.247149,,,,,,
Data,11/21/2023,16:04:42;919,70,0,78.436531,84.914825,0.247149,0.247149,,,,,,
Data,11/21/2023,16:04:42;929,70,0,78.644768,84.914825,0.247149,0.247149,,,,,,
Data,11/21/2023,16:04:42;939,70,0,78.856056,84.914825,0.247149,0.247149,,,,,,
Data,11/21/2023,16:04:42;949,70,0,79.05764,84.914825,0.247149,0.247149,,,,,,
Data,11/21/2023,16:04:42;959,70,0,79.262169,84.914825,0.247149,0.247149,,,,,,
Data,11/21/2023,16:04:42;969,70,0,79.457283,84.914825,0.247149,0.247149,,,,,,
Data,11/21/2023,16:04:42;979,70,0,79.655266,84.914825,0.247149,0.247149,,,,,,
Data,11/21/2023,16:04:42;989,70,0,79.844154,84.914825,0.247149,0.247149,,,,,,
Data,11/21/2023,16:04:42;999,70,0,79.894791,84.929138,0.245138,0.245138,,,,,,
Data,11/21/2023,16:04:43;009,70,0,79.888443,84.929138,0.245138,0.245138,,,,,,
Data,11/21/2023,16:04:43;019,70,0,79.882103,84.929138,0.245138,0.245138,,,,,,
Data,11/21/2023,16:04:43;029,70,0,79.875999,84.929138,0.245138,0.245138,,,,,,
Data,11/21/2023,16:04:43;039,70,0,79.869797,84.929138,0.245138,0.245138,,,,,,
Data,11/21/2023,16:04:43;049,70,0,79.863937,84.929138,0.245138,0.245138,,,,,,
Data,11/21/2023,16:04:43;059,70,0,79.857895,84.929138,0.245138,0.245138,,,,,,
Data,11/21/2023,16:04:43;069,70,0,79.852234,84.929138,0.245138,0.245138,,,,,,
Data,11/21/2023,16:04:43;079,70,0,79.713264,84.929138,0.245138,0.245138,,,,,,
Data,11/21/2023,16:04:43;089,70,0,79.522919,84.929138,0.245138,0.245138,,,,,,
Data,11/21/2023,16:04:43;099,70,0,79.341316,84.945679,0.243116,0.243116,,,,,,
Data,11/21/2023,16:04:43;109,70,0,79.157059,84.945679,0.243116,0.243116,,,,,,
Data,11/21/2023,16:04:43;119,70,0,78.981262,84.945679,0.243116,0.243116,,,,,,
Data,11/21/2023,16:04:43;129,70,0,78.802902,84.945679,0.243116,0.243116,,,,,,
Data,11/21/2023,16:04:43;139,70,0,78.632736,84.945679,0.243116,0.243116,,,,,,
Data,11/21/2023,16:04:43;149,70,0,78.460083,84.945679,0.243116,0.243116,,,,,,
Data,11/21/2023,16:04:43;159,70,0,78.505028,84.945679,0.243116,0.243116,,,,,,
Data,11/21/2023,16:04:43;169,70,0,78.628174,84.945679,0.243116,0.243116,,,,,,
Data,11/21/2023,16:04:43;179,70,0,78.745682,84.945679,0.243116,0.243116,,,,,,
Data,11/21/2023,16:04:43;189,70,0,78.864899,84.945679,0.243116,0.243116,,,,,,
Data,11/21/2023,16:04:43;199,70,0,78.98217,84.953979,0.240745,0.240745,,,,,,
Data,11/21/2023,16:04:43;209,70,0,79.094055,84.953979,0.240745,0.240745,,,,,,
Data,11/21/2023,16:04:43;219,70,0,79.204155,84.953979,0.240745,0.240745,,,,,,
Data,11/21/2023,16:04:43;229,70,0,79.315857,84.953979,0.240745,0.240745,,,,,,
Data,11/21/2023,16:04:43;239,70,0,79.092964,84.953979,0.240745,0.240745,,,,,,
Data,11/21/2023,16:04:43;249,70,0,78.744934,84.953979,0.240745,0.240745,,,,,,
Data,11/21/2023,16:04:43;259,70,0,78.41288,84.953979,0.240745,0.240745,,,,,,
Data,11/21/2023,16:04:43;269,70,0,78.075996,84.953979,0.240745,0.240745,,,,,,
Data,11/21/2023,16:04:43;279,70,0,77.754562,84.953979,0.240745,0.240745,,,,,,
Data,11/21/2023,16:04:43;289,70,0,77.428429,84.953979,0.240745,0.240745,,,,,,
Data,11/21/2023,16:04:43;299,70,0,77.107628,84.961426,0.241668,0.241668,,,,,,
Data,11/21/2023,16:04:43;309,70,0,76.801567,84.961426,0.241668,0.241668,,,,,,
Data,11/21/2023,16:04:43;319,70,0,77.102074,84.961426,0.241668,0.241668,,,,,,
Data,11/21/2023,16:04:43;329,70,0,77.629601,84.961426,0.241668,0.241668,,,,,,
Data,11/21/2023,16:04:43;339,70,0,78.132889,84.961426,0.241668,0.241668,,,,,,
Data,11/21/2023,16:04:43;349,70,0,78.643478,84.961426,0.241668,0.241668,,,,,,
Data,11/21/2023,16:04:43;359,70,0,79.130661,84.961426,0.241668,0.241668,,,,,,
Data,11/21/2023,16:04:43;369,70,0,79.624947,84.961426,0.241668,0.241668,,,,,,
Data,11/21/2023,16:04:43;379,70,0,80.096558,84.961426,0.241668,0.241668,,,,,,
Data,11/21/2023,16:04:43;389,70,0,80.57505,84.961426,0.241668,0.241668,,,,,,
Data,11/21/2023,16:04:43;399,70,0,80.620399,84.977753,0.243867,0.243867,,,,,,
Data,11/21/2023,16:04:43;409,70,0,80.534843,84.977753,0.243867,0.243867,,,,,,
Data,11/21/2023,16:04:43;419,70,0,80.444984,84.977753,0.243867,0.243867,,,,,,
Data,11/21/2023,16:04:43;429,70,0,80.353821,84.977753,0.243867,0.243867,,,,,,
Data,11/21/2023,16:04:43;439,70,0,80.26683,84.977753,0.243867,0.243867,,,,,,
Data,11/21/2023,16:04:43;449,70,0,80.178581,84.977753,0.243867,0.243867,,,,,,
Data,11/21/2023,16:04:43;459,70,0,80.094383,84.977753,0.243867,0.243867,,,,,,
Data,11/21/2023,16:04:43;469,70,0,80.008942,84.977753,0.243867,0.243867,,,,,,
Data,11/21/2023,16:04:43;479,70,0,79.904976,84.977753,0.243867,0.243867,,,,,,
Data,11/21/2023,16:04:43;489,70,0,79.791168,84.977753,0.243867,0.243867,,,,,,
Data,11/21/2023,16:04:43;499,70,0,79.665771,84.985931,0.244643,0.244643,,,,,,
Data,11/21/2023,16:04:43;509,70,0,79.572411,84.985931,0.244643,0.244643,,,,,,
