Controller Name:,New_Controller2095709328,,,,,,,,,,,,,
Trend Name:,testtrend,,,,,,,,,,,,,
Trend Tags:,5,,,,,,,,,,,,,
Sample Period:,10 ms,,,,,,,,,,,,,
Description:,,,,,,,,,,,,,,
Start Trigger:,No Trigger,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Stop Trigger:,No Trigger,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Start Time:,11/21/2023,16:01:29;739,,,,,,,,,,,,
Stop Time:,11/21/2023,16:07:33;819,,,,,,,,,,,,
Pre-Samples:,0,,,,,,,,,,,,,
Post-Samples:,0,,,,,,,,,,,,,
Header:,Date,Time,sinusoidal_wave,time,Measured_rpm_Filtered,Temperature,Diameter,Setpoint,,,,,,
Data,11/21/2023,16:03:17;269,150,0,146.415482,84.637604,0.157691,0.157691,,,,,,
Data,11/21/2023,16:03:17;279,150,0,146.506989,84.637604,0.157691,0.157691,,,,,,
Data,11/21/2023,16:03:17;289,150,0,146.594284,84.637604,0.157691,0.157691,,,,,,
Data,11/21/2023,16:03:17;299,150,0,146.688187,84.642822,0.157264,0.157264,,,,,,
Data,11/21/2023,16:03:17;309,150,0,146.76738,84.642822,0.157264,0.157264,,,,,,
Data,11/21/2023,16:03:17;319,150,0,146.87558,84.642822,0.157264,0.157264,,,,,,
Data,11/21/2023,16:03:17;329,150,0,146.987564,84.642822,0.157264,0.157264,,,,,,
Data,11/21/2023,16:03:17;339,150,0,147.101166,84.642822,0.157264,0.157264,,,,,,
Data,11/21/2023,16:03:17;349,150,0,147.226318,84.642822,0.157264,0.157264,,,,,,
Data,11/21/2023,16:03:17;359,150,0,147.319534,84.642822,0.157264,0.157264,,,,,,
Data,11/21/2023,16:03:17;369,150,0,147.424454,84.642822,0.157264,0.157264,,,,,,
Data,11/21/2023,16:03:17;379,150,0,147.530914,84.642822,0.157264,0.157264,,,,,,
Data,11/21/2023,16:03:17;389,150,0,147.632492,84.642822,0.157264,0.157264,,,,,,
Data,11/21/2023,16:03:17;399,150,0,147.62027,84.642303,0.157617,0.157617,,,,,,
Data,11/21/2023,16:03:17;409,150,0,147.57489,84.642303,0.157617,0.157617,,,,,,
Data,11/21/2023,16:03:17;419,150,0,147.525558,84.642303,0.157617,0.157617,,,,,,
Data,11/21/2023,16:03:17;429,150,0,147.475494,84.642303,0.157617,0.157617,,,,,,
Data,11/21/2023,16:03:17;439,150,0,147.427765,84.642303,0.157617,0.157617,,,,,,
Data,11/21/2023,16:03:17;449,150,0,147.376389,84.642303,0.157617,0.157617,,,,,,
Data,11/21/2023,16:03:17;459,150,0,147.333099,84.642303,0.157617,0.157617,,,,,,
Data,11/21/2023,16:03:17;469,150,0,147.286179,84.642303,0.157617,0.157617,,,,,,
Data,11/21/2023,16:03:17;479,150,0,147.271744,84.642303,0.157617,0.157617,,,,,,
Data,11/21/2023,16:03:17;489,150,0,147.268219,84.642303,0.157617,0.157617,,,,,,
Data,11/21/2023,16:03:17;499,150,0,147.264694,84.639893,0.15728,0.15728,,,,,,
Data,11/21/2023,16:03:17;509,150,0,147.261276,84.639893,0.15728,0.15728,,,,,,
Data,11/21/2023,16:03:17;519,150,0,147.258194,84.639893,0.15728,0.15728,,,,,,
Data,11/21/2023,16:03:17;529,150,0,147.255173,84.639893,0.15728,0.15728,,,,,,
Data,11/21/2023,16:03:17;539,150,0,147.252243,84.639893,0.15728,0.15728,,,,,,
Data,11/21/2023,16:03:17;549,150,0,147.249039,84.639893,0.15728,0.15728,,,,,,
Data,11/21/2023,16:03:17;559,150,0,147.240921,84.639893,0.15728,0.15728,,,,,,
Data,11/21/2023,16:03:17;569,150,0,147.230347,84.639893,0.15728,0.15728,,,,,,
Data,11/21/2023,16:03:17;579,150,0,147.220551,84.639893,0.15728,0.15728,,,,,,
Data,11/21/2023,16:03:17;589,150,0,147.21048,84.639893,0.15728,0.15728,,,,,,
Data,11/21/2023,16:03:17;599,150,0,147.200409,84.650787,0.158137,0.158137,,,,,,
Data,11/21/2023,16:03:17;609,150,0,147.191071,84.650787,0.158137,0.158137,,,,,,
Data,11/21/2023,16:03:17;619,150,0,147.181793,84.650787,0.158137,0.158137,,,,,,
Data,11/21/2023,16:03:17;629,150,0,147.172226,84.650787,0.158137,0.158137,,,,,,
Data,11/21/2023,16:03:17;639,150,0,147.052994,84.650787,0.158137,0.158137,,,,,,
Data,11/21/2023,16:03:17;649,150,0,146.891281,84.650787,0.158137,0.158137,,,,,,
Data,11/21/2023,16:03:17;659,150,0,146.737,84.650787,0.158137,0.158137,,,,,,
Data,11/21/2023,16:03:17;669,150,0,146.580475,84.650787,0.158137,0.158137,,,,,,
Data,11/21/2023,16:03:17;679,150,0,146.431137,84.650787,0.158137,0.158137,,,,,,
Data,11/21/2023,16:03:17;689,150,0,146.279602,84.650787,0.158137,0.158137,,,,,,
Data,11/21/2023,16:03:17;699,150,0,146.13504,84.644318,0.162453,0.162453,,,,,,
Data,11/21/2023,16:03:17;709,150,0,145.988373,84.644318,0.162453,0.162453,,,,,,
Data,11/21/2023,16:03:17;719,150,0,145.920105,84.644318,0.162453,0.162453,,,,,,
Data,11/21/2023,16:03:17;729,150,0,145.877365,84.644318,0.162453,0.162453,,,,,,
Data,11/21/2023,16:03:17;739,150,0,145.836578,84.644318,0.162453,0.162453,,,,,,
Data,11/21/2023,16:03:17;749,150,0,145.792679,84.644318,0.162453,0.162453,,,,,,
Data,11/21/2023,16:03:17;759,150,0,145.755707,84.644318,0.162453,0.162453,,,,,,
Data,11/21/2023,16:03:17;769,150,0,145.716858,84.644318,0.162453,0.162453,,,,,,
Data,11/21/2023,16:03:17;779,150,0,145.677399,84.644318,0.162453,0.162453,,,,,,
Data,11/21/2023,16:03:17;789,150,0,145.639771,84.644318,0.162453,0.162453,,,,,,
Data,11/21/2023,16:03:17;799,150,0,145.674042,84.648041,0.167016,0.167016,,,,,,
Data,11/21/2023,16:03:17;809,150,0,145.734833,84.648041,0.167016,0.167016,,,,,,
Data,11/21/2023,16:03:17;819,150,0,145.796509,84.648041,0.167016,0.167016,,,,,,
Data,11/21/2023,16:03:17;829,150,0,145.855347,84.648041,0.167016,0.167016,,,,,,
Data,11/21/2023,16:03:17;839,150,0,145.915054,84.648041,0.167016,0.167016,,,,,,
Data,11/21/2023,16:03:17;849,150,0,145.972015,84.648041,0.167016,0.167016,,,,,,
Data,11/21/2023,16:03:17;859,150,0,146.0298,84.648041,0.167016,0.167016,,,,,,
Data,11/21/2023,16:03:17;869,150,0,146.084946,84.648041,0.167016,0.167016,,,,,,
Data,11/21/2023,16:03:17;879,150,0,146.140656,84.648041,0.167016,0.167016,,,,,,
Data,11/21/2023,16:03:17;889,150,0,146.197693,84.648041,0.167016,0.167016,,,,,,
Data,11/21/2023,16:03:17;899,150,0,146.252121,84.652069,0.166294,0.166294,,,,,,
Data,11/21/2023,16:03:17;909,150,0,146.307312,84.652069,0.166294,0.166294,,,,,,
Data,11/21/2023,16:03:17;919,150,0,146.359985,84.652069,0.166294,0.166294,,,,,,
Data,11/21/2023,16:03:17;929,150,0,146.413452,84.652069,0.166294,0.166294,,,,,,
Data,11/21/2023,16:03:17;939,150,0,146.464462,84.652069,0.166294,0.166294,,,,,,
Data,11/21/2023,16:03:17;949,150,0,146.516174,84.652069,0.166294,0.166294,,,,,,
Data,11/21/2023,16:03:17;959,150,0,146.595871,84.652069,0.166294,0.166294,,,,,,
Data,11/21/2023,16:03:17;969,150,0,146.687927,84.652069,0.166294,0.166294,,,,,,
Data,11/21/2023,16:03:17;979,150,0,146.775757,84.652069,0.166294,0.166294,,,,,,
Data,11/21/2023,16:03:17;989,150,0,146.864868,84.652069,0.166294,0.166294,,,,,,
Data,11/21/2023,16:03:17;999,150,0,146.94986,84.648987,0.163181,0.163181,,,,,,
Data,11/21/2023,16:03:18;009,150,0,147.036102,84.648987,0.163181,0.163181,,,,,,
Data,11/21/2023,16:03:18;019,150,0,147.118393,84.648987,0.163181,0.163181,,,,,,
Data,11/21/2023,16:03:18;029,150,0,147.201889,84.648987,0.163181,0.163181,,,,,,
Data,11/21/2023,16:03:18;039,150,0,147.270126,84.648987,0.163181,0.163181,,,,,,
Data,11/21/2023,16:03:18;049,150,0,147.335144,84.648987,0.163181,0.163181,,,,,,
Data,11/21/2023,16:03:18;059,150,0,147.397186,84.648987,0.163181,0.163181,,,,,,
Data,11/21/2023,16:03:18;069,150,0,147.458252,84.648987,0.163181,0.163181,,,,,,
Data,11/21/2023,16:03:18;079,150,0,147.520203,84.648987,0.163181,0.163181,,,,,,
Data,11/21/2023,16:03:18;089,150,0,147.5793,84.648987,0.163181,0.163181,,,,,,
Data,11/21/2023,16:03:18;099,150,0,147.639267,84.649811,0.164184,0.164184,,,,,,
Data,11/21/2023,16:03:18;109,150,0,147.696472,84.649811,0.164184,0.164184,,,,,,
Data,11/21/2023,16:03:18;119,150,0,147.674316,84.649811,0.164184,0.164184,,,,,,
Data,11/21/2023,16:03:18;129,150,0,147.621933,84.649811,0.164184,0.164184,,,,,,
Data,11/21/2023,16:03:18;139,150,0,147.568802,84.649811,0.164184,0.164184,,,,,,
Data,11/21/2023,16:03:18;149,150,0,147.518127,84.649811,0.164184,0.164184,,,,,,
Data,11/21/2023,16:03:18;159,150,0,147.46669,84.649811,0.164184,0.164184,,,,,,
Data,11/21/2023,16:03:18;169,150,0,147.417618,84.649811,0.164184,0.164184,,,,,,
Data,11/21/2023,16:03:18;179,150,0,147.367844,84.649811,0.164184,0.164184,,,,,,
Data,11/21/2023,16:03:18;189,150,0,147.320313,84.649811,0.164184,0.164184,,,,,,
Data,11/21/2023,16:03:18;199,150,0,147.294205,84.659149,0.167248,0.167248,,,,,,
Data,11/21/2023,16:03:18;209,150,0,147.277985,84.659149,0.167248,0.167248,,,,,,
Data,11/21/2023,16:03:18;219,150,0,147.261871,84.659149,0.167248,0.167248,,,,,,
Data,11/21/2023,16:03:18;229,150,0,147.245697,84.659149,0.167248,0.167248,,,,,,
Data,11/21/2023,16:03:18;239,150,0,147.230072,84.659149,0.167248,0.167248,,,,,,
Data,11/21/2023,16:03:18;249,150,0,147.213974,84.659149,0.167248,0.167248,,,,,,
Data,11/21/2023,16:03:18;259,150,0,147.19931,84.659149,0.167248,0.167248,,,,,,
Data,11/21/2023,16:03:18;269,150,0,147.184189,84.659149,0.167248,0.167248,,,,,,
Data,11/21/2023,16:03:18;279,150,0,147.142899,84.659149,0.167248,0.167248,,,,,,
Data,11/21/2023,16:03:18;289,150,0,147.091141,84.659149,0.167248,0.167248,,,,,,
Data,11/21/2023,16:03:18;299,150,0,147.040207,84.651886,0.167336,0.167336,,,,,,
Data,11/21/2023,16:03:18;309,150,0,146.991623,84.651886,0.167336,0.167336,,,,,,
Data,11/21/2023,16:03:18;319,150,0,146.942322,84.651886,0.167336,0.167336,,,,,,
Data,11/21/2023,16:03:18;329,150,0,146.895248,84.651886,0.167336,0.167336,,,,,,
Data,11/21/2023,16:03:18;339,150,0,146.847565,84.651886,0.167336,0.167336,,,,,,
Data,11/21/2023,16:03:18;349,150,0,146.801987,84.651886,0.167336,0.167336,,,,,,
Data,11/21/2023,16:03:18;359,150,0,146.740463,84.651886,0.167336,0.167336,,,,,,
Data,11/21/2023,16:03:18;369,150,0,146.675812,84.651886,0.167336,0.167336,,,,,,
Data,11/21/2023,16:03:18;379,150,0,146.610199,84.651886,0.167336,0.167336,,,,,,
Data,11/21/2023,16:03:18;389,150,0,146.547607,84.651886,0.167336,0.167336,,,,,,
Data,11/21/2023,16:03:18;399,150,0,146.48027,84.659271,0.167311,0.167311,,,,,,
Data,11/21/2023,16:03:18;409,150,0,146.423477,84.659271,0.167311,0.167311,,,,,,
Data,11/21/2023,16:03:18;419,150,0,146.363846,84.659271,0.167311,0.167311,,,,,,
Data,11/21/2023,16:03:18;429,150,0,146.305145,84.659271,0.167311,0.167311,,,,,,
Data,11/21/2023,16:03:18;439,150,0,146.308334,84.659271,0.167311,0.167311,,,,,,
Data,11/21/2023,16:03:18;449,150,0,146.335785,84.659271,0.167311,0.167311,,,,,,
Data,11/21/2023,16:03:18;459,150,0,146.363647,84.659271,0.167311,0.167311,,,,,,
Data,11/21/2023,16:03:18;469,150,0,146.390228,84.659271,0.167311,0.167311,,,,,,
Data,11/21/2023,16:03:18;479,150,0,146.417206,84.659271,0.167311,0.167311,,,,,,
Data,11/21/2023,16:03:18;489,150,0,146.442963,84.659271,0.167311,0.167311,,,,,,
Data,11/21/2023,16:03:18;499,150,0,146.472214,84.66098,0.16595,0.16595,,,,,,
Data,11/21/2023,16:03:18;509,150,0,146.494003,84.66098,0.16595,0.16595,,,,,,
Data,11/21/2023,16:03:18;519,150,0,146.541367,84.66098,0.16595,0.16595,,,,,,
Data,11/21/2023,16:03:18;529,150,0,146.595184,84.66098,0.16595,0.16595,,,,,,
Data,11/21/2023,16:03:18;539,150,0,146.649796,84.66098,0.16595,0.16595,,,,,,
Data,11/21/2023,16:03:18;549,150,0,146.706711,84.66098,0.16595,0.16595,,,,,,
Data,11/21/2023,16:03:18;559,150,0,146.7547,84.66098,0.16595,0.16595,,,,,,
Data,11/21/2023,16:03:18;569,150,0,146.805145,84.66098,0.16595,0.16595,,,,,,
Data,11/21/2023,16:03:18;579,150,0,146.856277,84.66098,0.16595,0.16595,,,,,,
Data,11/21/2023,16:03:18;589,150,0,146.905075,84.66098,0.16595,0.16595,,,,,,
Data,11/21/2023,16:03:18;599,150,0,147.061447,84.659027,0.159208,0.159208,,,,,,
Data,11/21/2023,16:03:18;609,150,0,147.204086,84.659027,0.159208,0.159208,,,,,,
Data,11/21/2023,16:03:18;619,150,0,147.369614,84.659027,0.159208,0.159208,,,,,,
Data,11/21/2023,16:03:18;629,150,0,147.527527,84.659027,0.159208,0.159208,,,,,,
Data,11/21/2023,16:03:18;639,150,0,147.687759,84.659027,0.159208,0.159208,,,,,,
Data,11/21/2023,16:03:18;649,150,0,147.854813,84.659027,0.159208,0.159208,,,,,,
Data,11/21/2023,16:03:18;659,150,0,147.995712,84.659027,0.159208,0.159208,,,,,,
Data,11/21/2023,16:03:18;669,150,0,148.143677,84.659027,0.159208,0.159208,,,,,,
Data,11/21/2023,16:03:18;679,150,0,148.109818,84.659027,0.159208,0.159208,,,,,,
Data,11/21/2023,16:03:18;689,150,0,148.005981,84.659027,0.159208,0.159208,,,,,,
Data,11/21/2023,16:03:18;699,150,0,147.894272,84.669434,0.151171,0.151171,,,,,,
Data,11/21/2023,16:03:18;709,150,0,147.800079,84.669434,0.151171,0.151171,,,,,,
Data,11/21/2023,16:03:18;719,150,0,147.69809,84.669434,0.151171,0.151171,,,,,,
Data,11/21/2023,16:03:18;729,150,0,147.600769,84.669434,0.151171,0.151171,,,,,,
Data,11/21/2023,16:03:18;739,150,0,147.505005,84.669434,0.151171,0.151171,,,,,,
Data,11/21/2023,16:03:18;749,150,0,147.404922,84.669434,0.151171,0.151171,,,,,,
Data,11/21/2023,16:03:18;759,150,0,147.389526,84.669434,0.151171,0.151171,,,,,,
Data,11/21/2023,16:03:18;769,150,0,147.39859,84.669434,0.151171,0.151171,,,,,,
Data,11/21/2023,16:03:18;779,150,0,147.407379,84.669434,0.151171,0.151171,,,,,,
Data,11/21/2023,16:03:18;789,150,0,147.41626,84.669434,0.151171,0.151171,,,,,,
Data,11/21/2023,16:03:18;799,150,0,147.425079,84.669891,0.147202,0.147202,,,,,,
Data,11/21/2023,16:03:18;809,150,0,147.433121,84.669891,0.147202,0.147202,,,,,,
Data,11/21/2023,16:03:18;819,150,0,147.441422,84.669891,0.147202,0.147202,,,,,,
Data,11/21/2023,16:03:18;829,150,0,147.4496,84.669891,0.147202,0.147202,,,,,,
Data,11/21/2023,16:03:18;839,150,0,147.445221,84.669891,0.147202,0.147202,,,,,,
Data,11/21/2023,16:03:18;849,150,0,147.436295,84.669891,0.147202,0.147202,,,,,,
Data,11/21/2023,16:03:18;859,150,0,147.428253,84.669891,0.147202,0.147202,,,,,,
Data,11/21/2023,16:03:18;869,150,0,147.419952,84.669891,0.147202,0.147202,,,,,,
Data,11/21/2023,16:03:18;879,150,0,147.411469,84.669891,0.147202,0.147202,,,,,,
Data,11/21/2023,16:03:18;889,150,0,147.403656,84.669891,0.147202,0.147202,,,,,,
Data,11/21/2023,16:03:18;899,150,0,147.395599,84.669708,0.144492,0.144492,,,,,,
Data,11/21/2023,16:03:18;909,150,0,147.387787,84.669708,0.144492,0.144492,,,,,,
Data,11/21/2023,16:03:18;919,150,0,147.276138,84.669708,0.144492,0.144492,,,,,,
Data,11/21/2023,16:03:18;929,150,0,147.129303,84.669708,0.144492,0.144492,,,,,,
Data,11/21/2023,16:03:18;939,150,0,146.980331,84.669708,0.144492,0.144492,,,,,,
Data,11/21/2023,16:03:18;949,150,0,146.838211,84.669708,0.144492,0.144492,,,,,,
Data,11/21/2023,16:03:18;959,150,0,146.698318,84.669708,0.144492,0.144492,,,,,,
Data,11/21/2023,16:03:18;969,150,0,146.556381,84.669708,0.144492,0.144492,,,,,,
Data,11/21/2023,16:03:18;979,150,0,146.421005,84.669708,0.144492,0.144492,,,,,,
Data,11/21/2023,16:03:18;989,150,0,146.28363,84.669708,0.144492,0.144492,,,,,,
Data,11/21/2023,16:03:18;999,150,0,146.254181,84.680603,0.144496,0.144496,,,,,,
Data,11/21/2023,16:03:19;009,150,0,146.260132,84.680603,0.144496,0.144496,,,,,,
Data,11/21/2023,16:03:19;019,150,0,146.266479,84.680603,0.144496,0.144496,,,,,,
Data,11/21/2023,16:03:19;029,150,0,146.273026,84.680603,0.144496,0.144496,,,,,,
Data,11/21/2023,16:03:19;039,150,0,146.279373,84.680603,0.144496,0.144496,,,,,,
Data,11/21/2023,16:03:19;049,150,0,146.285736,84.680603,0.144496,0.144496,,,,,,
Data,11/21/2023,16:03:19;059,150,0,146.291595,84.680603,0.144496,0.144496,,,,,,
Data,11/21/2023,16:03:19;069,150,0,146.297638,84.680603,0.144496,0.144496,,,,,,
Data,11/21/2023,16:03:19;079,150,0,146.357666,84.680603,0.144496,0.144496,,,,,,
Data,11/21/2023,16:03:19;089,150,0,146.438644,84.680603,0.144496,0.144496,,,,,,
Data,11/21/2023,16:03:19;099,150,0,146.515869,84.680237,0.147206,0.147206,,,,,,
Data,11/21/2023,16:03:19;109,150,0,146.594238,84.680237,0.147206,0.147206,,,,,,
Data,11/21/2023,16:03:19;119,150,0,146.668991,84.680237,0.147206,0.147206,,,,,,
Data,11/21/2023,16:03:19;129,150,0,146.744873,84.680237,0.147206,0.147206,,,,,,
Data,11/21/2023,16:03:19;139,150,0,146.81723,84.680237,0.147206,0.147206,,,,,,
Data,11/21/2023,16:03:19;149,150,0,146.890686,84.680237,0.147206,0.147206,,,,,,
Data,11/21/2023,16:03:19;159,150,0,146.945053,84.680237,0.147206,0.147206,,,,,,
Data,11/21/2023,16:03:19;169,150,0,146.994431,84.680237,0.147206,0.147206,,,,,,
Data,11/21/2023,16:03:19;179,150,0,147.041534,84.680237,0.147206,0.147206,,,,,,
Data,11/21/2023,16:03:19;189,150,0,147.08931,84.680237,0.147206,0.147206,,,,,,
Data,11/21/2023,16:03:19;199,150,0,147.134918,84.682526,0.151878,0.151878,,,,,,
Data,11/21/2023,16:03:19;209,150,0,147.181168,84.682526,0.151878,0.151878,,,,,,
Data,11/21/2023,16:03:19;219,150,0,147.225327,84.682526,0.151878,0.151878,,,,,,
Data,11/21/2023,16:03:19;229,150,0,147.270096,84.682526,0.151878,0.151878,,,,,,
Data,11/21/2023,16:03:19;239,150,0,147.322464,84.682526,0.151878,0.151878,,,,,,
Data,11/21/2023,16:03:19;249,150,0,147.379135,84.682526,0.151878,0.151878,,,,,,
Data,11/21/2023,16:03:19;259,150,0,147.433182,84.682526,0.151878,0.151878,,,,,,
Data,11/21/2023,16:03:19;269,150,0,147.488052,84.682526,0.151878,0.151878,,,,,,
Data,11/21/2023,16:03:19;279,150,0,147.540405,84.682526,0.151878,0.151878,,,,,,
Data,11/21/2023,16:03:19;289,150,0,147.593521,84.682526,0.151878,0.151878,,,,,,
Data,11/21/2023,16:03:19;299,150,0,147.644165,84.690948,0.153936,0.153936,,,,,,
Data,11/21/2023,16:03:19;309,150,0,147.695587,84.690948,0.153936,0.153936,,,,,,
Data,11/21/2023,16:03:19;319,150,0,147.727524,84.690948,0.153936,0.153936,,,,,,
Data,11/21/2023,16:03:19;329,150,0,147.753616,84.690948,0.153936,0.153936,,,,,,
Data,11/21/2023,16:03:19;339,150,0,147.778519,84.690948,0.153936,0.153936,,,,,,
Data,11/21/2023,16:03:19;349,150,0,147.803711,84.690948,0.153936,0.153936,,,,,,
Data,11/21/2023,16:03:19;359,150,0,147.827759,84.690948,0.153936,0.153936,,,,,,
Data,11/21/2023,16:03:19;369,150,0,147.852188,84.690948,0.153936,0.153936,,,,,,
Data,11/21/2023,16:03:19;379,150,0,147.875534,84.690948,0.153936,0.153936,,,,,,
Data,11/21/2023,16:03:19;389,150,0,147.8992,84.690948,0.153936,0.153936,,,,,,
Data,11/21/2023,16:03:19;399,150,0,147.824768,84.689026,0.156653,0.156653,,,,,,
Data,11/21/2023,16:03:19;409,150,0,147.713364,84.689026,0.156653,0.156653,,,,,,
Data,11/21/2023,16:03:19;419,150,0,147.607101,84.689026,0.156653,0.156653,,,,,,
Data,11/21/2023,16:03:19;429,150,0,147.499252,84.689026,0.156653,0.156653,,,,,,
Data,11/21/2023,16:03:19;439,150,0,147.396393,84.689026,0.156653,0.156653,,,,,,
Data,11/21/2023,16:03:19;449,150,0,147.288849,84.689026,0.156653,0.156653,,,,,,
Data,11/21/2023,16:03:19;459,150,0,147.192413,84.689026,0.156653,0.156653,,,,,,
Data,11/21/2023,16:03:19;469,150,0,147.091385,84.689026,0.156653,0.156653,,,,,,
Data,11/21/2023,16:03:19;479,150,0,147.043808,84.689026,0.156653,0.156653,,,,,,
Data,11/21/2023,16:03:19;489,150,0,147.013626,84.689026,0.156653,0.156653,,,,,,
Data,11/21/2023,16:03:19;499,150,0,146.983932,84.691437,0.157396,0.157396,,,,,,
Data,11/21/2023,16:03:19;509,150,0,146.955612,84.691437,0.157396,0.157396,,,,,,
Data,11/21/2023,16:03:19;519,150,0,146.927765,84.691437,0.157396,0.157396,,,,,,
Data,11/21/2023,16:03:19;529,150,0,146.899506,84.691437,0.157396,0.157396,,,,,,
Data,11/21/2023,16:03:19;539,150,0,146.872543,84.691437,0.157396,0.157396,,,,,,
Data,11/21/2023,16:03:19;549,150,0,146.84436,84.691437,0.157396,0.157396,,,,,,
Data,11/21/2023,16:03:19;559,150,0,146.790176,84.691437,0.157396,0.157396,,,,,,
Data,11/21/2023,16:03:19;569,150,0,146.723679,84.691437,0.157396,0.157396,,,,,,
Data,11/21/2023,16:03:19;579,150,0,146.660248,84.691437,0.157396,0.157396,,,,,,
Data,11/21/2023,16:03:19;589,150,0,146.595886,84.691437,0.157396,0.157396,,,,,,
Data,11/21/2023,16:03:19;599,150,0,146.534485,84.70163,0.156689,0.156689,,,,,,
Data,11/21/2023,16:03:19;609,150,0,146.472183,84.70163,0.156689,0.156689,,,,,,
Data,11/21/2023,16:03:19;619,150,0,146.41275,84.70163,0.156689,0.156689,,,,,,
Data,11/21/2023,16:03:19;629,150,0,146.352448,84.70163,0.156689,0.156689,,,,,,
Data,11/21/2023,16:03:19;639,150,0,146.313049,84.70163,0.156689,0.156689,,,,,,
Data,11/21/2023,16:03:19;649,150,0,146.277878,84.70163,0.156689,0.156689,,,,,,
Data,11/21/2023,16:03:19;659,150,0,146.248184,84.70163,0.156689,0.156689,,,,,,
Data,11/21/2023,16:03:19;669,150,0,146.21701,84.70163,0.156689,0.156689,,,,,,
Data,11/21/2023,16:03:19;679,150,0,146.185379,84.70163,0.156689,0.156689,,,,,,
Data,11/21/2023,16:03:19;689,150,0,146.155197,84.70163,0.156689,0.156689,,,,,,
Data,11/21/2023,16:03:19;699,150,0,146.124573,84.697479,0.154506,0.154506,,,,,,
Data,11/21/2023,16:03:19;709,150,0,146.095352,84.697479,0.154506,0.154506,,,,,,
Data,11/21/2023,16:03:19;719,150,0,146.148834,84.697479,0.154506,0.154506,,,,,,
Data,11/21/2023,16:03:19;729,150,0,146.232132,84.697479,0.154506,0.154506,,,,,,
Data,11/21/2023,16:03:19;739,150,0,146.319183,84.697479,0.154506,0.154506,,,,,,
Data,11/21/2023,16:03:19;749,150,0,146.407288,84.697479,0.154506,0.154506,,,,,,
Data,11/21/2023,16:03:19;759,150,0,146.476624,84.697479,0.154506,0.154506,,,,,,
Data,11/21/2023,16:03:19;769,150,0,146.557144,84.697479,0.154506,0.154506,,,,,,
Data,11/21/2023,16:03:19;779,150,0,146.633942,84.697479,0.154506,0.154506,,,,,,
Data,11/21/2023,16:03:19;789,150,0,146.711899,84.697479,0.154506,0.154506,,,,,,
Data,11/21/2023,16:03:19;799,150,0,146.823685,84.702698,0.154064,0.154064,,,,,,
Data,11/21/2023,16:03:19;809,150,0,146.926315,84.702698,0.154064,0.154064,,,,,,
Data,11/21/2023,16:03:19;819,150,0,147.034073,84.702698,0.154064,0.154064,,,,,,
Data,11/21/2023,16:03:19;829,150,0,147.143433,84.702698,0.154064,0.154064,,,,,,
Data,11/21/2023,16:03:19;839,150,0,147.247757,84.702698,0.154064,0.154064,,,,,,
Data,11/21/2023,16:03:19;849,150,0,147.366318,84.702698,0.154064,0.154064,,,,,,
Data,11/21/2023,16:03:19;859,150,0,147.454605,84.702698,0.154064,0.154064,,,,,,
Data,11/21/2023,16:03:19;869,150,0,147.553986,84.702698,0.154064,0.154064,,,,,,
Data,11/21/2023,16:03:19;879,150,0,147.586777,84.702698,0.154064,0.154064,,,,,,
Data,11/21/2023,16:03:19;889,150,0,147.59166,84.702698,0.154064,0.154064,,,,,,
Data,11/21/2023,16:03:19;899,150,0,147.597046,84.714813,0.153995,0.153995,,,,,,
Data,11/21/2023,16:03:19;909,150,0,147.601028,84.714813,0.153995,0.153995,,,,,,
Data,11/21/2023,16:03:19;919,150,0,147.60556,84.714813,0.153995,0.153995,,,,,,
Data,11/21/2023,16:03:19;929,150,0,147.609955,84.714813,0.153995,0.153995,,,,,,
Data,11/21/2023,16:03:19;939,150,0,147.614487,84.714813,0.153995,0.153995,,,,,,
Data,11/21/2023,16:03:19;949,150,0,147.619293,84.714813,0.153995,0.153995,,,,,,
Data,11/21/2023,16:03:19;959,150,0,147.648239,84.714813,0.153995,0.153995,,,,,,
Data,11/21/2023,16:03:19;969,150,0,147.685959,84.714813,0.153995,0.153995,,,,,,
Data,11/21/2023,16:03:19;979,150,0,147.724182,84.714813,0.153995,0.153995,,,,,,
Data,11/21/2023,16:03:19;989,150,0,147.760651,84.714813,0.153995,0.153995,,,,,,
Data,11/21/2023,16:03:19;999,150,0,147.798782,84.724823,0.158057,0.158057,,,,,,
Data,11/21/2023,16:03:20;009,150,0,147.832993,84.724823,0.158057,0.158057,,,,,,
Data,11/21/2023,16:03:20;019,150,0,147.868851,84.724823,0.158057,0.158057,,,,,,
Data,11/21/2023,16:03:20;029,150,0,147.903046,84.724823,0.158057,0.158057,,,,,,
Data,11/21/2023,16:03:20;039,150,0,147.858185,84.724823,0.158057,0.158057,,,,,,
Data,11/21/2023,16:03:20;049,150,0,147.779922,84.724823,0.158057,0.158057,,,,,,
Data,11/21/2023,16:03:20;059,150,0,147.709732,84.724823,0.158057,0.158057,,,,,,
Data,11/21/2023,16:03:20;069,150,0,147.638412,84.724823,0.158057,0.158057,,,,,,
Data,11/21/2023,16:03:20;079,150,0,147.56601,84.724823,0.158057,0.158057,,,,,,
Data,11/21/2023,16:03:20;089,150,0,147.496964,84.724823,0.158057,0.158057,,,,,,
